case id ,activity,timestamp
32,Activity B,11/19/2018 20:55:27
33,Activity R,11/19/2018 20:52:42
33,Activity U,11/19/2018 20:53:42
33,Activity S,11/19/2018 20:54:42
33,Activity C,11/19/2018 20:56:42
33,Activity E,11/19/2018 20:57:42
33,Activity O,11/19/2018 20:58:42
33,Activity P,11/19/2018 20:59:42
33,Activity Q,11/19/2018 21:00:42
33,Activity H,11/19/2018 21:01:42
33,Activity J,11/19/2018 21:02:42
33,Activity M,11/19/2018 21:03:42
33,Activity K,11/19/2018 21:04:42
33,Activity N,11/19/2018 21:05:42
33,Activity B,11/19/2018 21:07:42
34,Activity R,11/19/2018 20:53:24
34,Activity U,11/19/2018 20:54:24
34,Activity S,11/19/2018 20:55:24
34,Activity H,11/19/2018 20:57:24
34,Activity C,11/19/2018 20:58:24
34,Activity E,11/19/2018 20:59:24
34,Activity O,11/19/2018 21:00:24
34,Activity P,11/19/2018 21:01:24
34,Activity Q,11/19/2018 21:02:24
34,Activity J,11/19/2018 21:03:24
34,Activity L,11/19/2018 21:04:24
34,Activity K,11/19/2018 21:05:24
34,Activity N,11/19/2018 21:06:24
34,Activity B,11/19/2018 21:08:24
35,Activity R,11/19/2018 20:58:55
35,Activity U,11/19/2018 20:59:55
35,Activity S,11/19/2018 21:00:55
35,Activity H,11/19/2018 21:02:55
35,Activity C,11/19/2018 21:03:55
35,Activity E,11/19/2018 21:04:55
35,Activity F,11/19/2018 21:05:55
35,Activity E,11/19/2018 21:06:55
35,Activity F,11/19/2018 21:07:55
35,Activity E,11/19/2018 21:08:55
35,Activity O,11/19/2018 21:09:55
35,Activity P,11/19/2018 21:10:55
35,Activity Q,11/19/2018 21:11:55
35,Activity J,11/19/2018 21:12:55
35,Activity L,11/19/2018 21:13:55
35,Activity K,11/19/2018 21:14:55
35,Activity N,11/19/2018 21:15:55
35,Activity B,11/19/2018 21:17:55
36,Activity R,11/19/2018 21:10:22
36,Activity T,11/19/2018 21:11:22
36,Activity S,11/19/2018 21:12:22
36,Activity C,11/19/2018 21:14:22
36,Activity E,11/19/2018 21:15:22
36,Activity H,11/19/2018 21:16:22
36,Activity O,11/19/2018 21:17:22
36,Activity P,11/19/2018 21:18:22
36,Activity Q,11/19/2018 21:19:22
36,Activity J,11/19/2018 21:20:22
36,Activity L,11/19/2018 21:21:22
36,Activity K,11/19/2018 21:22:22
36,Activity N,11/19/2018 21:23:22
36,Activity B,11/19/2018 21:25:22
37,Activity R,11/19/2018 21:13:24
37,Activity U,11/19/2018 21:14:24
37,Activity S,11/19/2018 21:15:24
37,Activity H,11/19/2018 21:17:24
37,Activity C,11/19/2018 21:18:24
37,Activity E,11/19/2018 21:19:24
37,Activity O,11/19/2018 21:20:24
37,Activity P,11/19/2018 21:21:24
37,Activity Q,11/19/2018 21:22:24
37,Activity J,11/19/2018 21:23:24
37,Activity L,11/19/2018 21:24:24
37,Activity K,11/19/2018 21:25:24
37,Activity N,11/19/2018 21:26:24
37,Activity B,11/19/2018 21:28:24
38,Activity R,11/19/2018 21:15:23
38,Activity T,11/19/2018 21:16:23
38,Activity S,11/19/2018 21:17:23
38,Activity H,11/19/2018 21:19:23
38,Activity C,11/19/2018 21:20:23
38,Activity E,11/19/2018 21:21:23
38,Activity O,11/19/2018 21:22:23
38,Activity P,11/19/2018 21:23:23
38,Activity Q,11/19/2018 21:24:23
38,Activity J,11/19/2018 21:25:23
38,Activity M,11/19/2018 21:26:23
38,Activity K,11/19/2018 21:27:23
38,Activity N,11/19/2018 21:28:23
38,Activity B,11/19/2018 21:30:23
39,Activity R,11/19/2018 21:17:25
39,Activity T,11/19/2018 21:18:25
39,Activity S,11/19/2018 21:19:25
39,Activity C,11/19/2018 21:21:25
39,Activity H,11/19/2018 21:22:25
39,Activity E,11/19/2018 21:23:25
39,Activity O,11/19/2018 21:24:25
39,Activity P,11/19/2018 21:25:25
39,Activity Q,11/19/2018 21:26:25
39,Activity J,11/19/2018 21:27:25
39,Activity M,11/19/2018 21:28:25
39,Activity K,11/19/2018 21:29:25
39,Activity N,11/19/2018 21:30:25
39,Activity B,11/19/2018 21:32:25
40,Activity R,11/19/2018 21:28:18
40,Activity T,11/19/2018 21:29:18
40,Activity S,11/19/2018 21:30:18
40,Activity H,11/19/2018 21:32:18
40,Activity C,11/19/2018 21:33:18
40,Activity E,11/19/2018 21:34:18
40,Activity O,11/19/2018 21:35:18
40,Activity P,11/19/2018 21:36:18
40,Activity Q,11/19/2018 21:37:18
40,Activity J,11/19/2018 21:38:18
40,Activity M,11/19/2018 21:39:18
40,Activity K,11/19/2018 21:40:18
40,Activity N,11/19/2018 21:41:18
40,Activity B,11/19/2018 21:43:18
41,Activity R,11/19/2018 21:32:48
41,Activity U,11/19/2018 21:33:48
41,Activity S,11/19/2018 21:34:48
41,Activity H,11/19/2018 21:36:48
41,Activity C,11/19/2018 21:37:48
41,Activity E,11/19/2018 21:38:48
41,Activity F,11/19/2018 21:39:48
41,Activity E,11/19/2018 21:40:48
41,Activity O,11/19/2018 21:41:48
41,Activity P,11/19/2018 21:42:48
41,Activity Q,11/19/2018 21:43:48
41,Activity J,11/19/2018 21:44:48
41,Activity L,11/19/2018 21:45:48
41,Activity K,11/19/2018 21:46:48
41,Activity N,11/19/2018 21:47:48
41,Activity B,11/19/2018 21:49:48
42,Activity R,11/19/2018 21:33:25
42,Activity T,11/19/2018 21:34:25
42,Activity S,11/19/2018 21:35:25
42,Activity C,11/19/2018 21:37:25
42,Activity E,11/19/2018 21:38:25
42,Activity O,11/19/2018 21:39:25
42,Activity P,11/19/2018 21:40:25
42,Activity Q,11/19/2018 21:41:25
42,Activity H,11/19/2018 21:42:25
42,Activity J,11/19/2018 21:43:25
42,Activity L,11/19/2018 21:44:25
42,Activity K,11/19/2018 21:45:25
42,Activity N,11/19/2018 21:46:25
42,Activity B,11/19/2018 21:48:25
43,Activity R,11/19/2018 21:48:27
43,Activity U,11/19/2018 21:49:27
43,Activity S,11/19/2018 21:50:27
43,Activity C,11/19/2018 21:52:27
43,Activity H,11/19/2018 21:53:27
43,Activity E,11/19/2018 21:54:27
43,Activity O,11/19/2018 21:55:27
43,Activity P,11/19/2018 21:56:27
43,Activity Q,11/19/2018 21:57:27
43,Activity J,11/19/2018 21:58:27
43,Activity L,11/19/2018 21:59:27
43,Activity K,11/19/2018 22:00:27
43,Activity N,11/19/2018 22:01:27
43,Activity B,11/19/2018 22:03:27
44,Activity R,11/19/2018 21:53:17
44,Activity U,11/19/2018 21:54:17
44,Activity S,11/19/2018 21:55:17
44,Activity C,11/19/2018 21:57:17
44,Activity E,11/19/2018 21:58:17
44,Activity H,11/19/2018 21:59:17
44,Activity O,11/19/2018 22:00:17
44,Activity P,11/19/2018 22:01:17
44,Activity Q,11/19/2018 22:02:17
44,Activity J,11/19/2018 22:03:17
44,Activity L,11/19/2018 22:04:17
44,Activity K,11/19/2018 22:05:17
44,Activity N,11/19/2018 22:06:17
44,Activity B,11/19/2018 22:08:17
45,Activity R,11/19/2018 22:05:19
45,Activity U,11/19/2018 22:06:19
45,Activity S,11/19/2018 22:07:19
45,Activity H,11/19/2018 22:09:19
45,Activity C,11/19/2018 22:10:19
45,Activity E,11/19/2018 22:11:19
