"caseId","activity","timestamp"
"2","9 transition","63586855507550"
"2","9 transition","63586855507550"
"2","mass retirement","63586859107550"
"2","mass retirement","63586859107550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63586862707550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63586862707550"
"2","retirement was posted and checked","63586866307550"
"2","retirement was posted and checked","63586866307550"
"26","START EVENT","63586970707550"
"27","START EVENT","63586970707550"
"2","START FUNCTION","63586974307550"
"2","START FUNCTION","63586974307550"
"2","xor/and helper 3","63586977907550"
"2","xor/and helper 3","63586977907550"
"2","start 1 transition","63586981507550"
"2","start 1 transition","63586981507550"
"2","start 2 transition","63586985107550"
"2","start 2 transition","63586985107550"
"2","plant section was shut down","63586988707550"
"2","plant section was shut down","63586988707550"
"2","fixed assets should be posted jointly","63586992307550"
"2","fixed assets should be posted jointly","63586992307550"
"2","worklist was created","63586995907550"
"2","worklist was created","63586995907550"
"2","plant section was sold","63586999507550"
"2","plant section was sold","63586999507550"
"2","0 transition","63587003107550"
"2","0 transition","63587003107550"
"2","9 transition","63587006707550"
"2","9 transition","63587006707550"
"2","mass retirement","63587010307550"
"2","mass retirement","63587010307550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587013907550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587013907550"
"2","retirement was posted and checked","63587017507550"
"2","retirement was posted and checked","63587017507550"
"28","START EVENT","63587222707550"
"29","START EVENT","63587222707550"
"2","START FUNCTION","63587226307550"
"2","START FUNCTION","63587226307550"
"2","xor/and helper 3","63587229907550"
"2","xor/and helper 3","63587229907550"
"2","start 1 transition","63587233507550"
"2","start 1 transition","63587233507550"
"2","start 2 transition","63587237107550"
"2","start 2 transition","63587237107550"
"2","plant section was shut down","63587240707550"
"2","plant section was shut down","63587240707550"
"2","fixed assets should be posted jointly","63587244307550"
"2","fixed assets should be posted jointly","63587244307550"
"2","plant section was sold","63587247907550"
"2","plant section was sold","63587247907550"
"2","worklist was created","63587251507550"
"2","worklist was created","63587251507550"
"2","0 transition","63587255107550"
"2","0 transition","63587255107550"
"2","9 transition","63587258707550"
"2","9 transition","63587258707550"
"2","mass retirement","63587262307550"
"2","mass retirement","63587262307550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587265907550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587265907550"
"2","retirement was posted and checked","63587269507550"
"2","retirement was posted and checked","63587269507550"
"30","START EVENT","63587424307550"
"31","START EVENT","63587424307550"
"2","START FUNCTION","63587427907550"
"2","START FUNCTION","63587427907550"
"2","xor/and helper 3","63587431507550"
"2","xor/and helper 3","63587431507550"
"2","start 1 transition","63587435107550"
"2","start 1 transition","63587435107550"
"2","start 2 transition","63587438707550"
"2","start 2 transition","63587438707550"
"2","plant section was shut down","63587442307550"
"2","plant section was shut down","63587442307550"
"2","fixed assets should be posted jointly","63587445907550"
"2","fixed assets should be posted jointly","63587445907550"
"2","plant section was sold","63587449507550"
"2","plant section was sold","63587449507550"
"2","0 transition","63587453107550"
"2","0 transition","63587453107550"
"2","worklist was created","63587456707550"
"2","worklist was created","63587456707550"
"2","9 transition","63587460307550"
"2","9 transition","63587460307550"
"2","mass retirement","63587463907550"
"2","mass retirement","63587463907550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587467507550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587467507550"
"2","retirement was posted and checked","63587471107550"
"2","retirement was posted and checked","63587471107550"
"32","START EVENT","63587676307550"
"33","START EVENT","63587676307550"
"2","START FUNCTION","63587679907550"
"2","START FUNCTION","63587679907550"
"2","xor/and helper 3","63587683507550"
"2","xor/and helper 3","63587683507550"
"2","start 1 transition","63587687107550"
"2","start 1 transition","63587687107550"
"2","start 2 transition","63587690707550"
"2","start 2 transition","63587690707550"
"2","worklist was created","63587694307550"
"2","worklist was created","63587694307550"
"2","plant section was shut down","63587697907550"
"2","plant section was shut down","63587697907550"
"2","plant section was sold","63587701507550"
"2","plant section was sold","63587701507550"
"2","fixed assets should be posted jointly","63587705107550"
"2","fixed assets should be posted jointly","63587705107550"
"2","0 transition","63587708707550"
"2","0 transition","63587708707550"
"2","9 transition","63587712307550"
"2","9 transition","63587712307550"
"2","mass retirement","63587715907550"
"2","mass retirement","63587715907550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587719507550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587719507550"
"2","retirement was posted and checked","63587723107550"
"2","retirement was posted and checked","63587723107550"
"34","START EVENT","63587827507550"
"35","START EVENT","63587827507550"
"2","START FUNCTION","63587831107550"
"2","START FUNCTION","63587831107550"
"2","xor/and helper 3","63587834707550"
"2","xor/and helper 3","63587834707550"
"2","start 1 transition","63587838307550"
"2","start 1 transition","63587838307550"
"2","start 2 transition","63587841907550"
"2","start 2 transition","63587841907550"
"2","worklist was created","63587845507550"
"2","worklist was created","63587845507550"
"2","plant section was shut down","63587849107550"
"2","plant section was shut down","63587849107550"
"2","fixed assets should be posted jointly","63587852707550"
"2","fixed assets should be posted jointly","63587852707550"
"2","plant section was sold","63587856307550"
"2","plant section was sold","63587856307550"
"2","0 transition","63587859907550"
"2","0 transition","63587859907550"
"2","9 transition","63587863507550"
"2","9 transition","63587863507550"
"2","mass retirement","63587867107550"
"2","mass retirement","63587867107550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587870707550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63587870707550"
"2","retirement was posted and checked","63587874307550"
"2","retirement was posted and checked","63587874307550"
"36","START EVENT","63587978707550"
"37","START EVENT","63587978707550"
"2","START FUNCTION","63587982307550"
"2","START FUNCTION","63587982307550"
"2","xor/and helper 3","63587985907550"
"2","xor/and helper 3","63587985907550"
"2","start 1 transition","63587989507550"
"2","start 1 transition","63587989507550"
"2","start 2 transition","63587993107550"
"2","start 2 transition","63587993107550"
"2","worklist was created","63587996707550"
"2","worklist was created","63587996707550"
"2","plant section was sold","63588000307550"
"2","plant section was sold","63588000307550"
"2","plant section was shut down","63588003907550"
"2","plant section was shut down","63588003907550"
"2","fixed assets should be posted jointly","63588007507550"
"2","fixed assets should be posted jointly","63588007507550"
"2","0 transition","63588011107550"
"2","0 transition","63588011107550"
"2","9 transition","63588014707550"
"2","9 transition","63588014707550"
"2","mass retirement","63588018307550"
"2","mass retirement","63588018307550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588021907550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588021907550"
"2","retirement was posted and checked","63588025507550"
"2","retirement was posted and checked","63588025507550"
"38","START EVENT","63588129907550"
"39","START EVENT","63588129907550"
"2","START FUNCTION","63588133507550"
"2","START FUNCTION","63588133507550"
"2","xor/and helper 3","63588137107550"
"2","xor/and helper 3","63588137107550"
"2","start 1 transition","63588140707550"
"2","start 1 transition","63588140707550"
"2","start 2 transition","63588144307550"
"2","start 2 transition","63588144307550"
"2","worklist was created","63588147907550"
"2","worklist was created","63588147907550"
"2","plant section was sold","63588151507550"
"2","plant section was sold","63588151507550"
"2","fixed assets should be posted jointly","63588155107550"
"2","fixed assets should be posted jointly","63588155107550"
"2","plant section was shut down","63588158707550"
"2","plant section was shut down","63588158707550"
"2","0 transition","63588162307550"
"2","0 transition","63588162307550"
"2","9 transition","63588165907550"
"2","9 transition","63588165907550"
"2","mass retirement","63588169507550"
"2","mass retirement","63588169507550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588173107550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588173107550"
"2","retirement was posted and checked","63588176707550"
"2","retirement was posted and checked","63588176707550"
"40","START EVENT","63588381907550"
"41","START EVENT","63588381907550"
"2","START FUNCTION","63588385507550"
"2","START FUNCTION","63588385507550"
"2","xor/and helper 3","63588389107550"
"2","xor/and helper 3","63588389107550"
"2","start 1 transition","63588392707550"
"2","start 1 transition","63588392707550"
"2","start 2 transition","63588396307550"
"2","start 2 transition","63588396307550"
"2","worklist was created","63588399907550"
"2","worklist was created","63588399907550"
"2","fixed assets should be posted jointly","63588403507550"
"2","fixed assets should be posted jointly","63588403507550"
"2","plant section was shut down","63588407107550"
"2","plant section was shut down","63588407107550"
"2","plant section was sold","63588410707550"
"2","plant section was sold","63588410707550"
"2","0 transition","63588414307550"
"2","0 transition","63588414307550"
"2","9 transition","63588417907550"
"2","9 transition","63588417907550"
"2","mass retirement","63588421507550"
"2","mass retirement","63588421507550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588425107550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588425107550"
"2","retirement was posted and checked","63588428707550"
"2","retirement was posted and checked","63588428707550"
"42","START EVENT","63588633907550"
"43","START EVENT","63588633907550"
"2","START FUNCTION","63588637507550"
"2","START FUNCTION","63588637507550"
"2","xor/and helper 3","63588641107550"
"2","xor/and helper 3","63588641107550"
"2","start 1 transition","63588644707550"
"2","start 1 transition","63588644707550"
"2","start 2 transition","63588648307550"
"2","start 2 transition","63588648307550"
"2","worklist was created","63588651907550"
"2","worklist was created","63588651907550"
"2","fixed assets should be posted jointly","63588655507550"
"2","fixed assets should be posted jointly","63588655507550"
"2","plant section was sold","63588659107550"
"2","plant section was sold","63588659107550"
"2","plant section was shut down","63588662707550"
"2","plant section was shut down","63588662707550"
"2","0 transition","63588666307550"
"2","0 transition","63588666307550"
"2","9 transition","63588669907550"
"2","9 transition","63588669907550"
"2","mass retirement","63588673507550"
"2","mass retirement","63588673507550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588677107550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588677107550"
"2","retirement was posted and checked","63588680707550"
"2","retirement was posted and checked","63588680707550"
"44","START EVENT","63588835507550"
"45","START EVENT","63588835507550"
"2","START FUNCTION","63588839107550"
"2","START FUNCTION","63588839107550"
"2","xor/and helper 3","63588842707550"
"2","xor/and helper 3","63588842707550"
"2","start 1 transition","63588846307550"
"2","start 1 transition","63588846307550"
"2","start 2 transition","63588849907550"
"2","start 2 transition","63588849907550"
"2","plant section was sold","63588853507550"
"2","plant section was sold","63588853507550"
"2","plant section was shut down","63588857107550"
"2","plant section was shut down","63588857107550"
"2","worklist was created","63588860707550"
"2","worklist was created","63588860707550"
"2","fixed assets should be posted jointly","63588864307550"
"2","fixed assets should be posted jointly","63588864307550"
"2","0 transition","63588867907550"
"2","0 transition","63588867907550"
"2","9 transition","63588871507550"
"2","9 transition","63588871507550"
"2","mass retirement","63588875107550"
"2","mass retirement","63588875107550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588878707550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63588878707550"
"2","retirement was posted and checked","63588882307550"
"2","retirement was posted and checked","63588882307550"
"46","START EVENT","63589037107550"
"47","START EVENT","63589037107550"
"2","START FUNCTION","63589040707550"
"2","START FUNCTION","63589040707550"
"2","xor/and helper 3","63589044307550"
"2","xor/and helper 3","63589044307550"
"2","start 1 transition","63589047907550"
"2","start 1 transition","63589047907550"
"2","start 2 transition","63589051507550"
"2","start 2 transition","63589051507550"
"2","plant section was sold","63589055107550"
"2","plant section was sold","63589055107550"
"2","plant section was shut down","63589058707550"
"2","plant section was shut down","63589058707550"
"2","fixed assets should be posted jointly","63589062307550"
"2","fixed assets should be posted jointly","63589062307550"
"2","worklist was created","63589065907550"
"2","worklist was created","63589065907550"
"2","0 transition","63589069507550"
"2","0 transition","63589069507550"
"2","9 transition","63589073107550"
"2","9 transition","63589073107550"
"2","mass retirement","63589076707550"
"2","mass retirement","63589076707550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63589080307550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63589080307550"
"2","retirement was posted and checked","63589083907550"
"2","retirement was posted and checked","63589083907550"
"48","START EVENT","63589289107550"
"49","START EVENT","63589289107550"
"2","START FUNCTION","63589292707550"
"2","START FUNCTION","63589292707550"
"2","xor/and helper 3","63589296307550"
"2","xor/and helper 3","63589296307550"
"2","start 1 transition","63589299907550"
"2","start 1 transition","63589299907550"
"2","start 2 transition","63589303507550"
"2","start 2 transition","63589303507550"
"2","plant section was sold","63589307107550"
"2","plant section was sold","63589307107550"
"2","plant section was shut down","63589310707550"
"2","plant section was shut down","63589310707550"
"2","fixed assets should be posted jointly","63589314307550"
"2","fixed assets should be posted jointly","63589314307550"
"2","0 transition","63589317907550"
"2","0 transition","63589317907550"
"2","worklist was created","63589321507550"
"2","worklist was created","63589321507550"
"2","9 transition","63589325107550"
"2","9 transition","63589325107550"
"2","mass retirement","63589328707550"
"2","mass retirement","63589328707550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63589332307550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63589332307550"
"2","retirement was posted and checked","63589335907550"
"2","retirement was posted and checked","63589335907550"
"50","START EVENT","63589440307550"
"51","START EVENT","63589440307550"
"2","START FUNCTION","63589443907550"
"2","START FUNCTION","63589443907550"
"2","xor/and helper 3","63589447507550"
"2","xor/and helper 3","63589447507550"
"2","start 1 transition","63589451107550"
"2","start 1 transition","63589451107550"
"2","start 2 transition","63589454707550"
"2","start 2 transition","63589454707550"
"2","plant section was sold","63589458307550"
"2","plant section was sold","63589458307550"
"2","worklist was created","63589461907550"
"2","worklist was created","63589461907550"
"2","plant section was shut down","63589465507550"
"2","plant section was shut down","63589465507550"
"2","fixed assets should be posted jointly","63589469107550"
"2","fixed assets should be posted jointly","63589469107550"
"2","0 transition","63589472707550"
"2","0 transition","63589472707550"
"2","9 transition","63589476307550"
"2","9 transition","63589476307550"
"2","mass retirement","63589479907550"
"2","mass retirement","63589479907550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63589483507550"
"2","helper transition 8[{XOR}->{retirement was posted and checked}]","63589483507550"
"2","retirement was posted and checked","63589487107550"
"2","retirement was posted and checked","63589487107550"
"52","START EVENT","63589641907550"
"53","START EVENT","63589641907550"
"2","START FUNCTION","63589645507550"
"2","START FUNCTION","63589645507550"
"2","xor/and helper 3","63589649107550"
"2","xor/and helper 3","63589649107550"
"2","start 1 transition","63589652707550"
"2","start 1 transition","63589652707550"
"2","start 2 transition","63589656307550"
"2","start 2 transition","63589656307550"
"2","plant section was sold","63589659907550"
"2","plant section was sold","63589659907550"
"2","worklist was created","63589663507550"
"2","worklist was created","63589663507550"
"2","fixed assets should be posted jointly","63589667107550"
"2","fixed assets should be posted jointly","63589667107550"
"2","plant section was shut down","63589670707550"
"2","plant section was shut down","63589670707550"
"2","0 transition","63589674307550"
"2","0 transition","63589674307550"
"2","9 transition","63589677907550"
"2","9 transition","63589677907550"
"2","mass retirement","63589681507550"
"2","mass retirement","63589681507550"
