"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"9","Activity E","2018/07/02 17:31:36.469","2018/07/02 17:31:36.469","-5.2574953720277815","true"
"9","Activity H","2018/07/02 17:32:36.469","2018/07/02 17:32:36.469","-5.2574953720277815","true"
"9","Activity F","2018/07/02 17:33:36.469","2018/07/02 17:33:36.469","-5.2574953720277815","true"
"9","Activity E","2018/07/02 17:34:36.469","2018/07/02 17:34:36.469","-5.2574953720277815","true"
"9","Activity F","2018/07/02 17:35:36.469","2018/07/02 17:35:36.469","-5.2574953720277815","true"
"9","Activity E","2018/07/02 17:36:36.469","2018/07/02 17:36:36.469","-5.2574953720277815","true"
"9","Activity F","2018/07/02 17:37:36.469","2018/07/02 17:37:36.469","-5.2574953720277815","true"
"9","Activity E","2018/07/02 17:38:36.469","2018/07/02 17:38:36.469","-5.2574953720277815","true"
"9","Activity D","2018/07/02 17:39:36.469","2018/07/02 17:39:36.469","-5.2574953720277815","true"
"9","Activity G","2018/07/02 17:40:36.469","2018/07/02 17:40:36.469","-5.2574953720277815","true"
"9","Activity B","2018/07/02 17:42:36.469","2018/07/02 17:42:36.469","-5.2574953720277815","true"
