caseId,activity,timestamp,
7,Activity E,7/3/2018 06:33,
7,Activity F,7/3/2018 06:34,
7,Activity E,7/3/2018 06:35,
7,Activity D,7/3/2018 06:36,
7,Activity G,7/3/2018 06:37,
7,Activity B,7/3/2018 06:39,
8,Activity A,7/3/2018 09:48,
8,Activity H,7/3/2018 09:50,
8,Activity C,7/3/2018 09:51,
8,Activity E,7/3/2018 09:52,
8,Activity D,7/3/2018 09:53,
8,Activity G,7/3/2018 09:54,
8,Activity B,7/3/2018 09:56,
9,Activity A,7/3/2018 10:42,
9,Activity C,7/3/2018 10:44,
9,Activity E,7/3/2018 10:45,
9,Activity H,7/3/2018 10:46,
9,Activity F,7/3/2018 10:47,
9,Activity E,7/3/2018 10:48,
9,Activity F,7/3/2018 10:49,
9,Activity E,7/3/2018 10:50,
9,Activity F,7/3/2018 10:51,
9,Activity E,7/3/2018 10:52,
9,Activity D,7/3/2018 10:53,
9,Activity G,7/3/2018 10:54,
9,Activity B,7/3/2018 10:56,
10,Activity A,7/3/2018 13:44,
10,Activity H,7/3/2018 13:46,
10,Activity C,7/3/2018 13:47,
10,Activity E,7/3/2018 13:48,
10,Activity F,7/3/2018 13:49,
10,Activity E,7/3/2018 13:50,
10,Activity F,7/3/2018 13:51,
10,Activity E,7/3/2018 13:52,
10,Activity F,7/3/2018 13:53,
10,Activity E,7/3/2018 13:54,
10,Activity D,7/3/2018 13:55,
10,Activity G,7/3/2018 13:56,
10,Activity B,7/3/2018 13:58,
11,Activity A,7/3/2018 14:09,
11,Activity C,7/3/2018 14:11,
11,Activity E,7/3/2018 14:12,
11,Activity F,7/3/2018 14:13,
11,Activity H,7/3/2018 14:14,
11,Activity E,7/3/2018 14:15,
11,Activity D,7/3/2018 14:16,
11,Activity G,7/3/2018 14:17,
11,Activity B,7/3/2018 14:19,
12,Activity A,7/3/2018 14:39,
12,Activity H,7/3/2018 14:41,
12,Activity C,7/3/2018 14:42,
12,Activity E,7/3/2018 14:43,
12,Activity F,7/3/2018 14:44,
12,Activity E,7/3/2018 14:45,
12,Activity D,7/3/2018 14:46,
12,Activity G,7/3/2018 14:47,
12,Activity B,7/3/2018 14:49,
13,Activity A,7/3/2018 16:49,
13,Activity H,7/3/2018 16:51,
13,Activity C,7/3/2018 16:52,
13,Activity E,7/3/2018 16:53,
13,Activity D,7/3/2018 16:54,
13,Activity G,7/3/2018 16:55,
13,Activity B,7/3/2018 16:57,
14,Activity A,7/3/2018 20:03,
14,Activity C,7/3/2018 20:05,
14,Activity H,7/3/2018 20:06,
14,Activity E,7/3/2018 20:07,
14,Activity F,7/3/2018 20:08,
14,Activity E,7/3/2018 20:09,
14,Activity D,7/3/2018 20:10,
14,Activity G,7/3/2018 20:11,
14,Activity B,7/3/2018 20:13,
15,Activity A,7/3/2018 20:22,
15,Activity C,7/3/2018 20:24,
15,Activity H,7/3/2018 20:25,
15,Activity E,7/3/2018 20:26,
15,Activity D,7/3/2018 20:27,
15,Activity G,7/3/2018 20:28,
15,Activity B,7/3/2018 20:30,
16,Activity A,7/3/2018 20:48,
16,Activity H,7/3/2018 20:50,
16,Activity C,7/3/2018 20:51,
16,Activity E,7/3/2018 20:52,
16,Activity D,7/3/2018 20:53,
16,Activity G,7/3/2018 20:54,
16,Activity B,7/3/2018 20:56,
17,Activity A,7/3/2018 22:17,
17,Activity C,7/3/2018 22:19,
17,Activity H,7/3/2018 22:20,
17,Activity E,7/3/2018 22:21,
17,Activity F,7/3/2018 22:22,
17,Activity E,7/3/2018 22:23,
17,Activity D,7/3/2018 22:24,
17,Activity G,7/3/2018 22:25,
17,Activity B,7/3/2018 22:27,
18,Activity A,7/3/2018 23:12,
18,Activity H,7/3/2018 23:14,
18,Activity C,7/3/2018 23:15,
18,Activity E,7/3/2018 23:16,
18,Activity F,7/3/2018 23:17,
18,Activity E,7/3/2018 23:18,
18,Activity F,7/3/2018 23:19,
18,Activity E,7/3/2018 23:20,
18,Activity F,7/3/2018 23:21,
18,Activity E,7/3/2018 23:22,
18,Activity D,7/3/2018 23:23,
18,Activity G,7/3/2018 23:24,
18,Activity B,7/3/2018 23:26,
19,Activity A,7/3/2018 23:17,
19,Activity H,7/3/2018 23:19,
19,Activity C,7/3/2018 23:20,
19,Activity E,7/3/2018 23:21,
19,Activity F,7/3/2018 23:22,
19,Activity E,7/3/2018 23:23,
19,Activity F,7/3/2018 23:24,
19,Activity E,7/3/2018 23:25,
19,Activity F,7/3/2018 23:26,
19,Activity E,7/3/2018 23:27,
19,Activity D,7/3/2018 23:28,
19,Activity G,7/3/2018 23:29,
19,Activity B,7/3/2018 23:31,
20,Activity A,7/3/2018 23:23,
20,Activity C,7/3/2018 23:25,
20,Activity E,7/3/2018 23:26,
20,Activity H,7/3/2018 23:27,
20,Activity F,7/3/2018 23:28,
20,Activity E,7/3/2018 23:29,
20,Activity F,7/3/2018 23:30,
20,Activity E,7/3/2018 23:31,
20,Activity D,7/3/2018 23:32,
20,Activity G,7/3/2018 23:33,
20,Activity B,7/3/2018 23:35,
21,Activity A,7/4/2018 04:18,
21,Activity H,7/4/2018 04:20,
21,Activity C,7/4/2018 04:21,
21,Activity E,7/4/2018 04:22,
21,Activity D,7/4/2018 04:23,
21,Activity G,7/4/2018 04:24,
21,Activity B,7/4/2018 04:26,
22,Activity A,7/4/2018 09:38,
22,Activity H,7/4/2018 09:40,
22,Activity C,7/4/2018 09:41,
22,Activity E,7/4/2018 09:42,
22,Activity D,7/4/2018 09:43,
22,Activity G,7/4/2018 09:44,
22,Activity B,7/4/2018 09:46,
23,Activity A,7/4/2018 10:28,
23,Activity H,7/4/2018 10:30,
23,Activity C,7/4/2018 10:31,
23,Activity E,7/4/2018 10:32,
23,Activity F,7/4/2018 10:33,
23,Activity E,7/4/2018 10:34,
23,Activity F,7/4/2018 10:35,
23,Activity E,7/4/2018 10:36,
23,Activity F,7/4/2018 10:37,
23,Activity E,7/4/2018 10:38,
23,Activity F,7/4/2018 10:39,
23,Activity E,7/4/2018 10:40,
23,Activity F,7/4/2018 10:41,
23,Activity E,7/4/2018 10:42,
23,Activity F,7/4/2018 10:43,
23,Activity E,7/4/2018 10:44,
23,Activity D,7/4/2018 10:45,
23,Activity G,7/4/2018 10:46,
23,Activity B,7/4/2018 10:48,
24,Activity A,7/4/2018 10:36,
24,Activity H,7/4/2018 10:38,
24,Activity C,7/4/2018 10:39,
24,Activity E,7/4/2018 10:40,
24,Activity D,7/4/2018 10:41,
24,Activity G,7/4/2018 10:42,
24,Activity B,7/4/2018 10:44,
25,Activity A,7/4/2018 13:04,
25,Activity H,7/4/2018 13:06,
25,Activity C,7/4/2018 13:07,
25,Activity E,7/4/2018 13:08,
25,Activity D,7/4/2018 13:09,
25,Activity G,7/4/2018 13:10,
25,Activity B,7/4/2018 13:12,
26,Activity A,7/4/2018 15:30,
26,Activity C,7/4/2018 15:32,
26,Activity E,7/4/2018 15:33,
26,Activity D,7/4/2018 15:34,
26,Activity G,7/4/2018 15:35,
26,Activity H,7/4/2018 15:36,
26,Activity B,7/4/2018 15:38,
27,Activity A,7/4/2018 23:26,
27,Activity C,7/4/2018 23:28,
27,Activity H,7/4/2018 23:29,
27,Activity E,7/4/2018 23:30,
27,Activity D,7/4/2018 23:31,
27,Activity G,7/4/2018 23:32,
27,Activity B,7/4/2018 23:34,
28,Activity A,7/5/2018 00:54,
28,Activity C,7/5/2018 00:56,
28,Activity E,7/5/2018 00:57,
28,Activity D,7/5/2018 00:58,
28,Activity H,7/5/2018 00:59,
28,Activity G,7/5/2018 01:00,
28,Activity B,7/5/2018 01:02,
29,Activity A,7/5/2018 01:58,
29,Activity C,7/5/2018 02:00,
29,Activity H,7/5/2018 02:01,
29,Activity E,7/5/2018 02:02,
29,Activity F,7/5/2018 02:03,
29,Activity E,7/5/2018 02:04,
29,Activity D,7/5/2018 02:05,
29,Activity G,7/5/2018 02:06,
29,Activity B,7/5/2018 02:08,
30,Activity A,7/5/2018 02:12,
30,Activity C,7/5/2018 02:14,
30,Activity E,7/5/2018 02:15,
30,Activity D,7/5/2018 02:16,
30,Activity G,7/5/2018 02:17,
30,Activity H,7/5/2018 02:18,
30,Activity B,7/5/2018 02:20,
31,Activity A,7/5/2018 02:57,
31,Activity H,7/5/2018 02:59,
31,Activity C,7/5/2018 03:00,
31,Activity E,7/5/2018 03:01,
31,Activity D,7/5/2018 03:02,
31,Activity G,7/5/2018 03:03,
31,Activity B,7/5/2018 03:05,
32,Activity A,7/5/2018 06:57,
32,Activity H,7/5/2018 06:59,
32,Activity C,7/5/2018 07:00,
32,Activity E,7/5/2018 07:01,
32,Activity D,7/5/2018 07:02,
32,Activity G,7/5/2018 07:03,
32,Activity B,7/5/2018 07:05,
33,Activity A,7/5/2018 07:07,
33,Activity H,7/5/2018 07:09,
33,Activity C,7/5/2018 07:10,
33,Activity E,7/5/2018 07:11,
33,Activity D,7/5/2018 07:12,
33,Activity G,7/5/2018 07:13,
33,Activity B,7/5/2018 07:15,
34,Activity A,7/5/2018 07:37,
34,Activity C,7/5/2018 07:39,
34,Activity E,7/5/2018 07:40,
34,Activity H,7/5/2018 07:41,
34,Activity F,7/5/2018 07:42,
34,Activity E,7/5/2018 07:43,
34,Activity F,7/5/2018 07:44,
34,Activity E,7/5/2018 07:45,
34,Activity F,7/5/2018 07:46,
34,Activity E,7/5/2018 07:47,
34,Activity D,7/5/2018 07:48,
34,Activity G,7/5/2018 07:49,
34,Activity B,7/5/2018 07:51,
35,Activity A,7/5/2018 09:17,
35,Activity C,7/5/2018 09:19,
35,Activity H,7/5/2018 09:20,
35,Activity E,7/5/2018 09:21,
35,Activity D,7/5/2018 09:22,
35,Activity G,7/5/2018 09:23,
35,Activity B,7/5/2018 09:25,
36,Activity A,7/5/2018 09:40,
36,Activity H,7/5/2018 09:42,
36,Activity C,7/5/2018 09:43,
36,Activity E,7/5/2018 09:44,
36,Activity D,7/5/2018 09:45,
36,Activity G,7/5/2018 09:46,
36,Activity B,7/5/2018 09:48,
37,Activity A,7/5/2018 15:30,
37,Activity C,7/5/2018 15:32,
37,Activity H,7/5/2018 15:33,
37,Activity E,7/5/2018 15:34,
37,Activity D,7/5/2018 15:35,
37,Activity G,7/5/2018 15:36,
37,Activity B,7/5/2018 15:38,
38,Activity A,7/5/2018 18:37,
38,Activity C,7/5/2018 18:39,
38,Activity E,7/5/2018 18:40,
38,Activity H,7/5/2018 18:41,
38,Activity F,7/5/2018 18:42,
38,Activity E,7/5/2018 18:43,
38,Activity F,7/5/2018 18:44,
38,Activity E,7/5/2018 18:45,
38,Activity D,7/5/2018 18:46,
38,Activity G,7/5/2018 18:47,
38,Activity B,7/5/2018 18:49,
39,Activity A,7/5/2018 19:04,
39,Activity H,7/5/2018 19:06,
39,Activity C,7/5/2018 19:07,
39,Activity E,7/5/2018 19:08,
39,Activity F,7/5/2018 19:09,
39,Activity E,7/5/2018 19:10,
39,Activity D,7/5/2018 19:11,
39,Activity G,7/5/2018 19:12,
39,Activity B,7/5/2018 19:14,
40,Activity A,7/5/2018 21:32,
40,Activity C,7/5/2018 21:34,
40,Activity E,7/5/2018 21:35,
40,Activity F,7/5/2018 21:36,
40,Activity H,7/5/2018 21:37,
40,Activity E,7/5/2018 21:38,
40,Activity F,7/5/2018 21:39,
40,Activity E,7/5/2018 21:40,
40,Activity D,7/5/2018 21:41,
40,Activity G,7/5/2018 21:42,
40,Activity B,7/5/2018 21:44,
41,Activity A,7/5/2018 22:44,
41,Activity H,7/5/2018 22:46,
41,Activity C,7/5/2018 22:47,
41,Activity E,7/5/2018 22:48,
41,Activity D,7/5/2018 22:49,
41,Activity G,7/5/2018 22:50,
41,Activity B,7/5/2018 22:52,
42,Activity A,7/5/2018 23:58,
42,Activity H,7/6/2018 00:00,
42,Activity C,7/6/2018 00:01,
42,Activity E,7/6/2018 00:02,
42,Activity F,7/6/2018 00:03,
42,Activity E,7/6/2018 00:04,
42,Activity F,7/6/2018 00:05,
42,Activity E,7/6/2018 00:06,
42,Activity F,7/6/2018 00:07,
42,Activity E,7/6/2018 00:08,
42,Activity D,7/6/2018 00:09,
42,Activity G,7/6/2018 00:10,
42,Activity B,7/6/2018 00:12,
43,Activity A,7/6/2018 00:55,
43,Activity C,7/6/2018 00:57,
43,Activity E,7/6/2018 00:58,
43,Activity F,7/6/2018 00:59,
43,Activity E,7/6/2018 01:00,
43,Activity H,7/6/2018 01:01,
43,Activity F,7/6/2018 01:02,
43,Activity E,7/6/2018 01:03,
43,Activity D,7/6/2018 01:04,
43,Activity G,7/6/2018 01:05,
43,Activity B,7/6/2018 01:07,
44,Activity A,7/6/2018 02:00,
44,Activity H,7/6/2018 02:02,
44,Activity C,7/6/2018 02:03,
44,Activity E,7/6/2018 02:04,
44,Activity D,7/6/2018 02:05,
44,Activity G,7/6/2018 02:06,
44,Activity B,7/6/2018 02:08,
45,Activity A,7/6/2018 03:17,
45,Activity C,7/6/2018 03:19,
45,Activity E,7/6/2018 03:20,
45,Activity D,7/6/2018 03:21,
45,Activity G,7/6/2018 03:22,
45,Activity H,7/6/2018 03:23,
45,Activity B,7/6/2018 03:25,
46,Activity A,7/6/2018 07:27,
46,Activity H,7/6/2018 07:29,
46,Activity C,7/6/2018 07:30,
46,Activity E,7/6/2018 07:31,
46,Activity D,7/6/2018 07:32,
46,Activity G,7/6/2018 07:33,
46,Activity B,7/6/2018 07:35,
47,Activity A,7/6/2018 08:06,
47,Activity H,7/6/2018 08:08,
47,Activity C,7/6/2018 08:09,
47,Activity E,7/6/2018 08:10,
47,Activity D,7/6/2018 08:11,
47,Activity G,7/6/2018 08:12,
47,Activity B,7/6/2018 08:14,
48,Activity A,7/6/2018 08:23,
48,Activity C,7/6/2018 08:25,
48,Activity E,7/6/2018 08:26,
48,Activity D,7/6/2018 08:27,
48,Activity H,7/6/2018 08:28,
48,Activity G,7/6/2018 08:29,
48,Activity B,7/6/2018 08:31,
49,Activity A,7/6/2018 11:43,
49,Activity C,7/6/2018 11:45,
49,Activity H,7/6/2018 11:46,
49,Activity E,7/6/2018 11:47,
49,Activity D,7/6/2018 11:48,
49,Activity G,7/6/2018 11:49,
49,Activity B,7/6/2018 11:51,
50,Activity A,7/6/2018 13:42,
50,Activity H,7/6/2018 13:44,
50,Activity C,7/6/2018 13:45,
50,Activity E,7/6/2018 13:46,
50,Activity D,7/6/2018 13:47,
50,Activity G,7/6/2018 13:48,
50,Activity B,7/6/2018 13:50,
51,Activity A,7/6/2018 13:49,
51,Activity H,7/6/2018 13:51,
51,Activity C,7/6/2018 13:52,
51,Activity E,7/6/2018 13:53,
51,Activity D,7/6/2018 13:54,
51,Activity G,7/6/2018 13:55,
51,Activity B,7/6/2018 13:57,
52,Activity A,7/6/2018 14:11,
52,Activity C,7/6/2018 14:13,
52,Activity H,7/6/2018 14:14,
52,Activity E,7/6/2018 14:15,
52,Activity F,7/6/2018 14:16,
52,Activity E,7/6/2018 14:17,
52,Activity D,7/6/2018 14:18,
52,Activity G,7/6/2018 14:19,
52,Activity B,7/6/2018 14:21,
53,Activity A,7/6/2018 17:09,
53,Activity H,7/6/2018 17:11,
53,Activity C,7/6/2018 17:12,
53,Activity E,7/6/2018 17:13,
53,Activity D,7/6/2018 17:14,
53,Activity G,7/6/2018 17:15,
53,Activity B,7/6/2018 17:17,
54,Activity A,7/6/2018 18:22,
54,Activity C,7/6/2018 18:24,
54,Activity H,7/6/2018 18:25,
54,Activity E,7/6/2018 18:26,
54,Activity F,7/6/2018 18:27,
54,Activity E,7/6/2018 18:28,
54,Activity D,7/6/2018 18:29,
54,Activity G,7/6/2018 18:30,
54,Activity B,7/6/2018 18:32,
55,Activity A,7/6/2018 18:44,
55,Activity C,7/6/2018 18:46,
55,Activity H,7/6/2018 18:47,
55,Activity E,7/6/2018 18:48,
55,Activity F,7/6/2018 18:49,
55,Activity E,7/6/2018 18:50,
55,Activity F,7/6/2018 18:51,
55,Activity E,7/6/2018 18:52,
55,Activity F,7/6/2018 18:53,
55,Activity E,7/6/2018 18:54,
55,Activity F,7/6/2018 18:55,
55,Activity E,7/6/2018 18:56,
55,Activity D,7/6/2018 18:57,
55,Activity G,7/6/2018 18:58,
55,Activity B,7/6/2018 19:00,
56,Activity A,7/6/2018 20:16,
56,Activity H,7/6/2018 20:18,
56,Activity C,7/6/2018 20:19,
56,Activity E,7/6/2018 20:20,
56,Activity F,7/6/2018 20:21,
56,Activity E,7/6/2018 20:22,
56,Activity D,7/6/2018 20:23,
56,Activity G,7/6/2018 20:24,
56,Activity B,7/6/2018 20:26,
57,Activity A,7/6/2018 20:21,
57,Activity H,7/6/2018 20:23,
57,Activity C,7/6/2018 20:24,
57,Activity E,7/6/2018 20:25,
57,Activity F,7/6/2018 20:26,
57,Activity E,7/6/2018 20:27,
57,Activity F,7/6/2018 20:28,
57,Activity E,7/6/2018 20:29,
57,Activity D,7/6/2018 20:30,
57,Activity G,7/6/2018 20:31,
57,Activity B,7/6/2018 20:33,
58,Activity A,7/6/2018 21:07,
58,Activity C,7/6/2018 21:09,
58,Activity E,7/6/2018 21:10,
58,Activity F,7/6/2018 21:11,
58,Activity E,7/6/2018 21:12,
58,Activity H,7/6/2018 21:13,
58,Activity D,7/6/2018 21:14,
58,Activity G,7/6/2018 21:15,
58,Activity B,7/6/2018 21:17,
59,Activity A,7/7/2018 01:52,
59,Activity H,7/7/2018 01:54,
59,Activity C,7/7/2018 01:55,
59,Activity E,7/7/2018 01:56,
59,Activity D,7/7/2018 01:57,
59,Activity G,7/7/2018 01:58,
59,Activity B,7/7/2018 02:00,
60,Activity A,7/7/2018 01:52,
60,Activity C,7/7/2018 01:54,
60,Activity E,7/7/2018 01:55,
60,Activity F,7/7/2018 01:56,
60,Activity E,7/7/2018 01:57,
60,Activity F,7/7/2018 01:58,
60,Activity H,7/7/2018 01:59,
60,Activity E,7/7/2018 02:00,
60,Activity D,7/7/2018 02:01,
60,Activity G,7/7/2018 02:02,
60,Activity B,7/7/2018 02:04,
61,Activity A,7/7/2018 02:29,
61,Activity C,7/7/2018 02:31,
61,Activity E,7/7/2018 02:32,
61,Activity F,7/7/2018 02:33,
61,Activity E,7/7/2018 02:34,
61,Activity H,7/7/2018 02:35,
61,Activity D,7/7/2018 02:36,
61,Activity G,7/7/2018 02:37,
61,Activity B,7/7/2018 02:39,
62,Activity A,7/7/2018 02:53,
62,Activity C,7/7/2018 02:55,
62,Activity H,7/7/2018 02:56,
62,Activity E,7/7/2018 02:57,
62,Activity D,7/7/2018 02:58,
62,Activity G,7/7/2018 02:59,
62,Activity B,7/7/2018 03:01,
63,Activity A,7/7/2018 03:26,
63,Activity C,7/7/2018 03:28,
63,Activity E,7/7/2018 03:29,
63,Activity D,7/7/2018 03:30,
63,Activity H,7/7/2018 03:31,
63,Activity G,7/7/2018 03:32,
63,Activity B,7/7/2018 03:34,
64,Activity A,7/7/2018 03:49,
64,Activity H,7/7/2018 03:51,
64,Activity C,7/7/2018 03:52,
64,Activity E,7/7/2018 03:53,
64,Activity F,7/7/2018 03:54,
64,Activity E,7/7/2018 03:55,
64,Activity F,7/7/2018 03:56,
64,Activity E,7/7/2018 03:57,
64,Activity F,7/7/2018 03:58,
64,Activity E,7/7/2018 03:59,
64,Activity F,7/7/2018 04:00,
64,Activity E,7/7/2018 04:01,
64,Activity F,7/7/2018 04:02,
64,Activity E,7/7/2018 04:03,
64,Activity F,7/7/2018 04:04,
64,Activity E,7/7/2018 04:05,
64,Activity F,7/7/2018 04:06,
64,Activity E,7/7/2018 04:07,
64,Activity F,7/7/2018 04:08,
64,Activity E,7/7/2018 04:09,
64,Activity D,7/7/2018 04:10,
64,Activity G,7/7/2018 04:11,
64,Activity B,7/7/2018 04:13,
65,Activity A,7/7/2018 07:07,
65,Activity H,7/7/2018 07:09,
65,Activity C,7/7/2018 07:10,
65,Activity E,7/7/2018 07:11,
65,Activity D,7/7/2018 07:12,
65,Activity G,7/7/2018 07:13,
65,Activity B,7/7/2018 07:15,
66,Activity A,7/7/2018 10:15,
66,Activity C,7/7/2018 10:17,
66,Activity E,7/7/2018 10:18,
66,Activity H,7/7/2018 10:19,
66,Activity F,7/7/2018 10:20,
66,Activity E,7/7/2018 10:21,
66,Activity D,7/7/2018 10:22,
66,Activity G,7/7/2018 10:23,
66,Activity B,7/7/2018 10:25,
67,Activity A,7/7/2018 10:38,
67,Activity C,7/7/2018 10:40,
67,Activity H,7/7/2018 10:41,
67,Activity E,7/7/2018 10:42,
67,Activity D,7/7/2018 10:43,
67,Activity G,7/7/2018 10:44,
67,Activity B,7/7/2018 10:46,
68,Activity A,7/7/2018 11:32,
68,Activity H,7/7/2018 11:34,
68,Activity C,7/7/2018 11:35,
68,Activity E,7/7/2018 11:36,
68,Activity F,7/7/2018 11:37,
68,Activity E,7/7/2018 11:38,
68,Activity F,7/7/2018 11:39,
68,Activity E,7/7/2018 11:40,
68,Activity F,7/7/2018 11:41,
68,Activity E,7/7/2018 11:42,
68,Activity D,7/7/2018 11:43,
68,Activity G,7/7/2018 11:44,
68,Activity B,7/7/2018 11:46,
69,Activity A,7/7/2018 12:19,
69,Activity H,7/7/2018 12:21,
69,Activity C,7/7/2018 12:22,
69,Activity E,7/7/2018 12:23,
69,Activity D,7/7/2018 12:24,
69,Activity G,7/7/2018 12:25,
69,Activity B,7/7/2018 12:27,
70,Activity A,7/7/2018 12:24,
70,Activity H,7/7/2018 12:26,
70,Activity C,7/7/2018 12:27,
70,Activity E,7/7/2018 12:28,
70,Activity D,7/7/2018 12:29,
70,Activity G,7/7/2018 12:30,
70,Activity B,7/7/2018 12:32,
71,Activity A,7/7/2018 12:37,
71,Activity C,7/7/2018 12:39,
71,Activity E,7/7/2018 12:40,
71,Activity D,7/7/2018 12:41,
71,Activity G,7/7/2018 12:42,
71,Activity H,7/7/2018 12:43,
71,Activity B,7/7/2018 12:45,
72,Activity A,7/7/2018 14:44,
72,Activity C,7/7/2018 14:46,
72,Activity H,7/7/2018 14:47,
72,Activity E,7/7/2018 14:48,
72,Activity D,7/7/2018 14:49,
72,Activity G,7/7/2018 14:50,
72,Activity B,7/7/2018 14:52,
73,Activity A,7/7/2018 14:57,
73,Activity H,7/7/2018 14:59,
73,Activity C,7/7/2018 15:00,
73,Activity E,7/7/2018 15:01,
73,Activity D,7/7/2018 15:02,
73,Activity G,7/7/2018 15:03,
73,Activity B,7/7/2018 15:05,
74,Activity A,7/7/2018 15:13,
74,Activity C,7/7/2018 15:15,
74,Activity E,7/7/2018 15:16,
74,Activity H,7/7/2018 15:17,
74,Activity D,7/7/2018 15:18,
74,Activity G,7/7/2018 15:19,
74,Activity B,7/7/2018 15:21,
75,Activity A,7/7/2018 18:36,
75,Activity C,7/7/2018 18:38,
75,Activity E,7/7/2018 18:39,
75,Activity F,7/7/2018 18:40,
75,Activity H,7/7/2018 18:41,
75,Activity E,7/7/2018 18:42,
75,Activity F,7/7/2018 18:43,
75,Activity E,7/7/2018 18:44,
75,Activity F,7/7/2018 18:45,
75,Activity E,7/7/2018 18:46,
75,Activity F,7/7/2018 18:47,
75,Activity E,7/7/2018 18:48,
75,Activity D,7/7/2018 18:49,
75,Activity G,7/7/2018 18:50,
75,Activity B,7/7/2018 18:52,
76,Activity A,7/7/2018 18:42,
76,Activity C,7/7/2018 18:44,
76,Activity H,7/7/2018 18:45,
76,Activity E,7/7/2018 18:46,
76,Activity D,7/7/2018 18:47,
76,Activity G,7/7/2018 18:48,
76,Activity B,7/7/2018 18:50,
77,Activity A,7/8/2018 00:10,
77,Activity H,7/8/2018 00:12,
77,Activity C,7/8/2018 00:13,
77,Activity E,7/8/2018 00:14,
77,Activity D,7/8/2018 00:15,
77,Activity G,7/8/2018 00:16,
77,Activity B,7/8/2018 00:18,
78,Activity A,7/8/2018 09:46,
78,Activity C,7/8/2018 09:48,
78,Activity E,7/8/2018 09:49,
78,Activity F,7/8/2018 09:50,
78,Activity E,7/8/2018 09:51,
78,Activity D,7/8/2018 09:52,
78,Activity G,7/8/2018 09:53,
78,Activity H,7/8/2018 09:54,
78,Activity B,7/8/2018 09:56,
79,Activity A,7/8/2018 10:15,
79,Activity C,7/8/2018 10:17,
79,Activity H,7/8/2018 10:18,
79,Activity E,7/8/2018 10:19,
79,Activity F,7/8/2018 10:20,
79,Activity E,7/8/2018 10:21,
79,Activity D,7/8/2018 10:22,
79,Activity G,7/8/2018 10:23,
79,Activity B,7/8/2018 10:25,
80,Activity A,7/8/2018 11:50,
80,Activity H,7/8/2018 11:52,
80,Activity C,7/8/2018 11:53,
80,Activity E,7/8/2018 11:54,
80,Activity F,7/8/2018 11:55,
80,Activity E,7/8/2018 11:56,
80,Activity D,7/8/2018 11:57,
80,Activity G,7/8/2018 11:58,
80,Activity B,7/8/2018 12:00,
81,Activity A,7/8/2018 14:36,
81,Activity H,7/8/2018 14:38,
81,Activity C,7/8/2018 14:39,
81,Activity E,7/8/2018 14:40,
81,Activity F,7/8/2018 14:41,
81,Activity E,7/8/2018 14:42,
81,Activity D,7/8/2018 14:43,
81,Activity G,7/8/2018 14:44,
81,Activity B,7/8/2018 14:46,
82,Activity A,7/8/2018 15:18,
82,Activity H,7/8/2018 15:20,
82,Activity C,7/8/2018 15:21,
