event,startTime
D,07/03/2019 07:11
B,07/03/2019 07:11
E,07/03/2019 07:12
A,07/03/2019 07:12
C,07/03/2019 07:12
C,07/03/2019 07:12
A,07/03/2019 07:12
A,07/03/2019 07:12
F,07/03/2019 07:13
B,07/03/2019 07:13
F,07/03/2019 07:13
E,07/03/2019 07:13
B,07/03/2019 07:13
B,07/03/2019 07:13
E,07/03/2019 07:14
F,07/03/2019 07:14
A,07/03/2019 07:14
E,07/03/2019 07:14
C,07/03/2019 07:14
C,07/03/2019 07:15
B,07/03/2019 07:15
C,07/03/2019 07:15
D,07/03/2019 07:15
A,07/03/2019 07:16
A,07/03/2019 07:16
F,07/03/2019 07:16
D,07/03/2019 07:16
F,07/03/2019 07:16
F,07/03/2019 07:16
B,07/03/2019 07:17
A,07/03/2019 07:17
B,07/03/2019 07:17
C,07/03/2019 07:17
C,07/03/2019 07:18
A,07/03/2019 07:18
B,07/03/2019 07:18
C,07/03/2019 07:18
F,07/03/2019 07:18
A,07/03/2019 07:18
E,07/03/2019 07:19
B,07/03/2019 07:19
D,07/03/2019 07:19
E,07/03/2019 07:19
B,07/03/2019 07:19
F,07/03/2019 07:20
E,07/03/2019 07:20
C,07/03/2019 07:20
F,07/03/2019 07:20
E,07/03/2019 07:20
A,07/03/2019 07:20
C,07/03/2019 07:21
F,07/03/2019 07:21
C,07/03/2019 07:21
B,07/03/2019 07:21
F,07/03/2019 07:22
F,07/03/2019 07:22
E,07/03/2019 07:22
C,07/03/2019 07:23
A,07/03/2019 07:24
A,07/03/2019 07:24
F,07/03/2019 07:24
B,07/03/2019 07:25
A,07/03/2019 07:25
B,07/03/2019 07:25
D,07/03/2019 07:26
B,07/03/2019 07:26
D,07/03/2019 07:26
C,07/03/2019 07:27
A,07/03/2019 07:27
D,07/03/2019 07:27
C,07/03/2019 07:27
F,07/03/2019 07:28
B,07/03/2019 07:28
A,07/03/2019 07:28
C,07/03/2019 07:28
F,07/03/2019 07:28
E,07/03/2019 07:29
B,07/03/2019 07:29
F,07/03/2019 07:29
A,07/03/2019 07:29
A,07/03/2019 07:30
A,07/03/2019 07:30
A,07/03/2019 07:30
C,07/03/2019 07:30
C,07/03/2019 07:30
A,07/03/2019 07:30
B,07/03/2019 07:30
B,07/03/2019 07:31
B,07/03/2019 07:31
B,07/03/2019 07:31
F,07/03/2019 07:31
E,07/03/2019 07:31
B,07/03/2019 07:31
E,07/03/2019 07:31
D,07/03/2019 07:32
C,07/03/2019 07:32
E,07/03/2019 07:32
F,07/03/2019 07:32
C,07/03/2019 07:32
C,07/03/2019 07:32
A,07/03/2019 07:33
C,07/03/2019 07:33
D,07/03/2019 07:33
A,07/03/2019 07:33
C,07/03/2019 07:33
D,07/03/2019 07:33
F,07/03/2019 07:33
B,07/03/2019 07:34
F,07/03/2019 07:34
F,07/03/2019 07:34
B,07/03/2019 07:34
F,07/03/2019 07:34
F,07/03/2019 07:34
D,07/03/2019 07:35
E,07/03/2019 07:35
C,07/03/2019 07:36
C,07/03/2019 07:36
F,07/03/2019 07:37
F,07/03/2019 07:37
A,07/03/2019 07:38
A,07/03/2019 07:38
A,07/03/2019 07:38
B,07/03/2019 07:39
B,07/03/2019 07:39
A,07/03/2019 07:39
A,07/03/2019 07:39
B,07/03/2019 07:39
C,07/03/2019 07:40
D,07/03/2019 07:40
B,07/03/2019 07:40
B,07/03/2019 07:40
E,07/03/2019 07:40
E,07/03/2019 07:41
C,07/03/2019 07:41
E,07/03/2019 07:41
E,07/03/2019 07:41
C,07/03/2019 07:41
F,07/03/2019 07:42
F,07/03/2019 07:42
C,07/03/2019 07:42
C,07/03/2019 07:42
A,07/03/2019 07:42
F,07/03/2019 07:42
A,07/03/2019 07:43
F,07/03/2019 07:43
A,07/03/2019 07:43
F,07/03/2019 07:43
B,07/03/2019 07:43
A,07/03/2019 07:44
B,07/03/2019 07:44
B,07/03/2019 07:44
D,07/03/2019 07:44
A,07/03/2019 07:44
B,07/03/2019 07:45
E,07/03/2019 07:45
D,07/03/2019 07:45
C,07/03/2019 07:45
B,07/03/2019 07:45
A,07/03/2019 07:45
A,07/03/2019 07:46
D,07/03/2019 07:46
C,07/03/2019 07:46
C,07/03/2019 07:46
F,07/03/2019 07:46
C,07/03/2019 07:46
B,07/03/2019 07:46
B,07/03/2019 07:47
C,07/03/2019 07:47
F,07/03/2019 07:47
F,07/03/2019 07:47
D,07/03/2019 07:47
D,07/03/2019 07:47
E,07/03/2019 07:48
A,07/03/2019 07:48
F,07/03/2019 07:48
F,07/03/2019 07:48
C,07/03/2019 07:48
C,07/03/2019 07:49
B,07/03/2019 07:49
F,07/03/2019 07:49
F,07/03/2019 07:50
D,07/03/2019 07:50
A,07/03/2019 07:50
A,07/03/2019 07:50
A,07/03/2019 07:50
C,07/03/2019 07:51
B,07/03/2019 07:51
A,07/03/2019 07:51
B,07/03/2019 07:51
B,07/03/2019 07:51
F,07/03/2019 07:52
D,07/03/2019 07:52
B,07/03/2019 07:52
E,07/03/2019 07:52
E,07/03/2019 07:52
C,07/03/2019 07:53
E,07/03/2019 07:53
C,07/03/2019 07:53
C,07/03/2019 07:53
F,07/03/2019 07:54
C,07/03/2019 07:54
F,07/03/2019 07:54
F,07/03/2019 07:54
F,07/03/2019 07:55
A,07/03/2019 07:55
A,07/03/2019 07:56
B,07/03/2019 07:56
A,07/03/2019 07:56
A,07/03/2019 07:57
A,07/03/2019 07:57
A,07/03/2019 07:57
B,07/03/2019 07:57
E,07/03/2019 07:57
A,07/03/2019 07:57
A,07/03/2019 07:57
A,07/03/2019 07:57
B,07/03/2019 07:57
B,07/03/2019 07:58
B,07/03/2019 07:58
A,07/03/2019 07:58
A,07/03/2019 07:58
B,07/03/2019 07:58
E,07/03/2019 07:58
C,07/03/2019 07:58
B,07/03/2019 07:58
B,07/03/2019 07:58
B,07/03/2019 07:58
D,07/03/2019 07:58
E,07/03/2019 07:59
E,07/03/2019 07:59
B,07/03/2019 07:59
B,07/03/2019 07:59
C,07/03/2019 07:59
C,07/03/2019 07:59
F,07/03/2019 07:59
E,07/03/2019 07:59
C,07/03/2019 07:59
E,07/03/2019 07:59
A,07/03/2019 07:59
C,07/03/2019 07:59
C,07/03/2019 08:00
C,07/03/2019 08:00
E,07/03/2019 08:00
D,07/03/2019 08:00
E,07/03/2019 08:00
F,07/03/2019 08:00
A,07/03/2019 08:00
C,07/03/2019 08:00
D,07/03/2019 08:00
C,07/03/2019 08:00
B,07/03/2019 08:00
F,07/03/2019 08:00
F,07/03/2019 08:01
F,07/03/2019 08:01
C,07/03/2019 08:01
C,07/03/2019 08:01
F,07/03/2019 08:01
B,07/03/2019 08:01
F,07/03/2019 08:01
F,07/03/2019 08:01
F,07/03/2019 08:01
D,07/03/2019 08:01
F,07/03/2019 08:02
F,07/03/2019 08:02
C,07/03/2019 08:02
C,07/03/2019 08:02
A,07/03/2019 08:03
D,07/03/2019 08:03
F,07/03/2019 08:03
B,07/03/2019 08:04
A,07/03/2019 08:04
F,07/03/2019 08:04
C,07/03/2019 08:05
A,07/03/2019 08:05
B,07/03/2019 08:05
A,07/03/2019 08:05
E,07/03/2019 08:06
B,07/03/2019 08:06
D,07/03/2019 08:06
B,07/03/2019 08:06
F,07/03/2019 08:07
E,07/03/2019 08:07
A,07/03/2019 08:07
C,07/03/2019 08:07
D,07/03/2019 08:07
A,07/03/2019 08:07
A,07/03/2019 08:07
A,07/03/2019 08:08
C,07/03/2019 08:08
B,07/03/2019 08:08
F,07/03/2019 08:08
A,07/03/2019 08:08
C,07/03/2019 08:08
B,07/03/2019 08:08
B,07/03/2019 08:08
B,07/03/2019 08:09
F,07/03/2019 08:09
C,07/03/2019 08:09
B,07/03/2019 08:09
F,07/03/2019 08:09
E,07/03/2019 08:09
E,07/03/2019 08:09
D,07/03/2019 08:10
E,07/03/2019 08:10
E,07/03/2019 08:10
A,07/03/2019 08:10
C,07/03/2019 08:10
C,07/03/2019 08:10
C,07/03/2019 08:11
F,07/03/2019 08:11
C,07/03/2019 08:11
B,07/03/2019 08:11
F,07/03/2019 08:11
A,07/03/2019 08:11
F,07/03/2019 08:11
A,07/03/2019 08:11
A,07/03/2019 08:11
F,07/03/2019 08:12
F,07/03/2019 08:12
E,07/03/2019 08:12
A,07/03/2019 08:12
B,07/03/2019 08:12
B,07/03/2019 08:12
B,07/03/2019 08:12
C,07/03/2019 08:13
B,07/03/2019 08:13
D,07/03/2019 08:13
C,07/03/2019 08:13
E,07/03/2019 08:13
A,07/03/2019 08:14
A,07/03/2019 08:14
F,07/03/2019 08:14
C,07/03/2019 08:14
C,07/03/2019 08:14
D,07/03/2019 08:14
C,07/03/2019 08:14
A,07/03/2019 08:15
B,07/03/2019 08:15
B,07/03/2019 08:15
D,07/03/2019 08:15
F,07/03/2019 08:15
A,07/03/2019 08:15
F,07/03/2019 08:15
F,07/03/2019 08:15
B,07/03/2019 08:16
E,07/03/2019 08:16
A,07/03/2019 08:16
C,07/03/2019 08:16
F,07/03/2019 08:16
A,07/03/2019 08:16
B,07/03/2019 08:16
C,07/03/2019 08:17
C,07/03/2019 08:17
B,07/03/2019 08:17
E,07/03/2019 08:17
B,07/03/2019 08:17
D,07/03/2019 08:17
A,07/03/2019 08:18
A,07/03/2019 08:18
D,07/03/2019 08:18
F,07/03/2019 08:18
E,07/03/2019 08:18
A,07/03/2019 08:18
F,07/03/2019 08:18
E,07/03/2019 08:18
C,07/03/2019 08:18
B,07/03/2019 08:19
B,07/03/2019 08:19
F,07/03/2019 08:19
C,07/03/2019 08:19
B,07/03/2019 08:19
C,07/03/2019 08:19
F,07/03/2019 08:19
D,07/03/2019 08:20
D,07/03/2019 08:20
F,07/03/2019 08:20
E,07/03/2019 08:20
F,07/03/2019 08:20
A,07/03/2019 08:20
C,07/03/2019 08:21
A,07/03/2019 08:21
C,07/03/2019 08:21
A,07/03/2019 08:21
C,07/03/2019 08:21
B,07/03/2019 08:21
F,07/03/2019 08:22
B,07/03/2019 08:22
F,07/03/2019 08:22
B,07/03/2019 08:22
F,07/03/2019 08:22
A,07/03/2019 08:22
D,07/03/2019 08:22
E,07/03/2019 08:23
E,07/03/2019 08:23
B,07/03/2019 08:23
C,07/03/2019 08:23
C,07/03/2019 08:24
C,07/03/2019 08:24
E,07/03/2019 08:24
A,07/03/2019 08:24
F,07/03/2019 08:24
F,07/03/2019 08:25
F,07/03/2019 08:25
C,07/03/2019 08:25
B,07/03/2019 08:25
A,07/03/2019 08:26
F,07/03/2019 08:26
C,07/03/2019 08:26
B,07/03/2019 08:27
D,07/03/2019 08:27
D,07/03/2019 08:28
A,07/03/2019 08:28
F,07/03/2019 08:28
C,07/03/2019 08:29
B,07/03/2019 08:29
A,07/03/2019 08:29
A,07/03/2019 08:30
F,07/03/2019 08:30
A,07/03/2019 08:30
A,07/03/2019 08:30
E,07/03/2019 08:30
B,07/03/2019 08:30
B,07/03/2019 08:31
B,07/03/2019 08:31
A,07/03/2019 08:31
B,07/03/2019 08:31
C,07/03/2019 08:31
D,07/03/2019 08:31
E,07/03/2019 08:32
D,07/03/2019 08:32
B,07/03/2019 08:32
E,07/03/2019 08:32
F,07/03/2019 08:32
C,07/03/2019 08:32
C,07/03/2019 08:33
C,07/03/2019 08:33
C,07/03/2019 08:33
C,07/03/2019 08:33
F,07/03/2019 08:33
A,07/03/2019 08:34
F,07/03/2019 08:34
F,07/03/2019 08:34
E,07/03/2019 08:34
F,07/03/2019 08:34
B,07/03/2019 08:35
F,07/03/2019 08:35
A,07/03/2019 08:35
A,07/03/2019 08:35
D,07/03/2019 08:36
A,07/03/2019 08:36
A,07/03/2019 08:36
B,07/03/2019 08:36
B,07/03/2019 08:36
C,07/03/2019 08:37
B,07/03/2019 08:37
B,07/03/2019 08:37
D,07/03/2019 08:37
A,07/03/2019 08:37
C,07/03/2019 08:37
F,07/03/2019 08:38
E,07/03/2019 08:38
A,07/03/2019 08:38
C,07/03/2019 08:38
C,07/03/2019 08:38
B,07/03/2019 08:38
E,07/03/2019 08:38
C,07/03/2019 08:39
B,07/03/2019 08:39
D,07/03/2019 08:39
F,07/03/2019 08:39
D,07/03/2019 08:39
A,07/03/2019 08:39
F,07/03/2019 08:39
F,07/03/2019 08:40
E,07/03/2019 08:40
F,07/03/2019 08:40
C,07/03/2019 08:40
A,07/03/2019 08:40
B,07/03/2019 08:40
A,07/03/2019 08:41
C,07/03/2019 08:41
A,07/03/2019 08:41
F,07/03/2019 08:41
B,07/03/2019 08:41
C,07/03/2019 08:41
B,07/03/2019 08:42
F,07/03/2019 08:42
B,07/03/2019 08:42
E,07/03/2019 08:42
E,07/03/2019 08:42
A,07/03/2019 08:43
C,07/03/2019 08:43
A,07/03/2019 08:43
C,07/03/2019 08:43
C,07/03/2019 08:43
F,07/03/2019 08:43
A,07/03/2019 08:44
B,07/03/2019 08:44
E,07/03/2019 08:44
B,07/03/2019 08:44
E,07/03/2019 08:44
F,07/03/2019 08:44
B,07/03/2019 08:45
D,07/03/2019 08:45
F,07/03/2019 08:45
A,07/03/2019 08:45
D,07/03/2019 08:45
F,07/03/2019 08:45
A,07/03/2019 08:45
E,07/03/2019 08:46
C,07/03/2019 08:46
B,07/03/2019 08:46
C,07/03/2019 08:46
B,07/03/2019 08:46
C,07/03/2019 08:47
F,07/03/2019 08:47
D,07/03/2019 08:47
F,07/03/2019 08:47
A,07/03/2019 08:47
D,07/03/2019 08:47
A,07/03/2019 08:48
F,07/03/2019 08:48
C,07/03/2019 08:48
B,07/03/2019 08:48
A,07/03/2019 08:48
C,07/03/2019 08:48
B,07/03/2019 08:49
A,07/03/2019 08:49
F,07/03/2019 08:49
C,07/03/2019 08:49
B,07/03/2019 08:49
F,07/03/2019 08:49
C,07/03/2019 08:50
B,07/03/2019 08:50
E,07/03/2019 08:50
C,07/03/2019 08:50
D,07/03/2019 08:51
C,07/03/2019 08:51
F,07/03/2019 08:51
D,07/03/2019 08:51
A,07/03/2019 08:51
F,07/03/2019 08:52
E,07/03/2019 08:52
F,07/03/2019 08:52
B,07/03/2019 08:52
F,07/03/2019 08:53
A,07/03/2019 08:53
A,07/03/2019 08:53
C,07/03/2019 08:53
B,07/03/2019 08:54
B,07/03/2019 08:54
E,07/03/2019 08:54
C,07/03/2019 08:55
A,07/03/2019 08:55
D,07/03/2019 08:55
F,07/03/2019 08:55
A,07/03/2019 08:56
A,07/03/2019 08:56
D,07/03/2019 08:56
B,07/03/2019 08:56
C,07/03/2019 08:56
B,07/03/2019 08:57
B,07/03/2019 08:57
F,07/03/2019 08:57
E,07/03/2019 08:57
F,07/03/2019 08:57
D,07/03/2019 08:58
D,07/03/2019 08:58
C,07/03/2019 08:58
A,07/03/2019 08:58
C,07/03/2019 08:59
C,07/03/2019 08:59
A,07/03/2019 08:59
A,07/03/2019 08:59
F,07/03/2019 08:59
B,07/03/2019 08:59
F,07/03/2019 09:00
F,07/03/2019 09:00
B,07/03/2019 09:00
B,07/03/2019 09:00
C,07/03/2019 09:00
A,07/03/2019 09:01
D,07/03/2019 09:01
E,07/03/2019 09:01
A,07/03/2019 09:01
D,07/03/2019 09:01
A,07/03/2019 09:02
B,07/03/2019 09:02
A,07/03/2019 09:02
C,07/03/2019 09:02
C,07/03/2019 09:02
B,07/03/2019 09:02
F,07/03/2019 09:02
B,07/03/2019 09:03
D,07/03/2019 09:03
B,07/03/2019 09:03
F,07/03/2019 09:03
A,07/03/2019 09:03
F,07/03/2019 09:03
A,07/03/2019 09:03
E,07/03/2019 09:03
A,07/03/2019 09:03
A,07/03/2019 09:03
D,07/03/2019 09:04
A,07/03/2019 09:04
C,07/03/2019 09:04
C,07/03/2019 09:04
B,07/03/2019 09:04
B,07/03/2019 09:04
A,07/03/2019 09:04
C,07/03/2019 09:04
A,07/03/2019 09:04
B,07/03/2019 09:04
B,07/03/2019 09:04
C,07/03/2019 09:05
B,07/03/2019 09:05
F,07/03/2019 09:05
E,07/03/2019 09:05
E,07/03/2019 09:05
C,07/03/2019 09:05
B,07/03/2019 09:05
F,07/03/2019 09:05
B,07/03/2019 09:05
D,07/03/2019 09:05
C,07/03/2019 09:05
F,07/03/2019 09:06
D,07/03/2019 09:06
F,07/03/2019 09:06
C,07/03/2019 09:06
D,07/03/2019 09:06
E,07/03/2019 09:06
D,07/03/2019 09:06
C,07/03/2019 09:06
E,07/03/2019 09:06
A,07/03/2019 09:07
C,07/03/2019 09:07
A,07/03/2019 09:07
F,07/03/2019 09:07
F,07/03/2019 09:07
A,07/03/2019 09:07
C,07/03/2019 09:07
C,07/03/2019 09:07
F,07/03/2019 09:07
A,07/03/2019 09:07
F,07/03/2019 09:07
B,07/03/2019 09:08
F,07/03/2019 09:08
B,07/03/2019 09:08
B,07/03/2019 09:08
A,07/03/2019 09:08
F,07/03/2019 09:08
F,07/03/2019 09:08
B,07/03/2019 09:08
D,07/03/2019 09:09
D,07/03/2019 09:09
D,07/03/2019 09:09
B,07/03/2019 09:09
D,07/03/2019 09:09
A,07/03/2019 09:09
C,07/03/2019 09:10
C,07/03/2019 09:10
C,07/03/2019 09:10
E,07/03/2019 09:10
C,07/03/2019 09:10
B,07/03/2019 09:10
F,07/03/2019 09:11
F,07/03/2019 09:11
F,07/03/2019 09:11
C,07/03/2019 09:11
F,07/03/2019 09:11
C,07/03/2019 09:11
F,07/03/2019 09:12
A,07/03/2019 09:12
E,07/03/2019 09:12
B,07/03/2019 09:13
F,07/03/2019 09:13
C,07/03/2019 09:14
A,07/03/2019 09:15
D,07/03/2019 09:15
B,07/03/2019 09:16
F,07/03/2019 09:16
D,07/03/2019 09:17
C,07/03/2019 09:18
A,07/03/2019 09:18
F,07/03/2019 09:19
A,07/03/2019 09:19
B,07/03/2019 09:19
B,07/03/2019 09:20
E,07/03/2019 09:20
D,07/03/2019 09:21
A,07/03/2019 09:21
A,07/03/2019 09:21
A,07/03/2019 09:21
C,07/03/2019 09:21
A,07/03/2019 09:21
C,07/03/2019 09:22
B,07/03/2019 09:22
B,07/03/2019 09:22
B,07/03/2019 09:22
F,07/03/2019 09:22
B,07/03/2019 09:22
F,07/03/2019 09:23
D,07/03/2019 09:23
E,07/03/2019 09:23
D,07/03/2019 09:23
E,07/03/2019 09:23
A,07/03/2019 09:24
C,07/03/2019 09:24
C,07/03/2019 09:24
C,07/03/2019 09:24
C,07/03/2019 09:24
B,07/03/2019 09:25
F,07/03/2019 09:25
F,07/03/2019 09:25
F,07/03/2019 09:25
A,07/03/2019 09:25
F,07/03/2019 09:25
C,07/03/2019 09:26
A,07/03/2019 09:26
B,07/03/2019 09:26
A,07/03/2019 09:26
D,07/03/2019 09:27
B,07/03/2019 09:27
C,07/03/2019 09:27
A,07/03/2019 09:27
