case,activity,timestamp
109,a,14/03/2019 06:25:47
106,d,14/03/2019 06:25:49
110,a,14/03/2019 06:25:51
107,c,14/03/2019 06:26:29
111,a,14/03/2019 06:26:30
108,b,14/03/2019 06:26:40
109,c,14/03/2019 06:26:47
110,b,14/03/2019 06:26:51
107,d,14/03/2019 06:27:29
111,b,14/03/2019 06:27:30
108,d,14/03/2019 06:27:40
109,d,14/03/2019 06:27:47
110,d,14/03/2019 06:27:51
111,d,14/03/2019 06:28:30
112,a,14/03/2019 06:30:20
113,a,14/03/2019 06:30:22
112,c,14/03/2019 06:31:20
113,b,14/03/2019 06:31:22
112,d,14/03/2019 06:32:20
113,d,14/03/2019 06:32:22
114,a,14/03/2019 06:33:29
115,a,14/03/2019 06:33:42
116,a,14/03/2019 06:33:47
114,b,14/03/2019 06:34:29
115,c,14/03/2019 06:34:42
116,b,14/03/2019 06:34:47
114,d,14/03/2019 06:35:29
117,a,14/03/2019 06:35:34
115,d,14/03/2019 06:35:42
116,d,14/03/2019 06:35:47
118,a,14/03/2019 06:35:52
117,b,14/03/2019 06:36:34
118,c,14/03/2019 06:36:52
117,d,14/03/2019 06:37:34
119,a,14/03/2019 06:37:41
118,d,14/03/2019 06:37:52
119,c,14/03/2019 06:38:41
119,d,14/03/2019 06:39:41
120,a,14/03/2019 06:40:36
121,a,14/03/2019 06:41:22
120,b,14/03/2019 06:41:36
121,b,14/03/2019 06:42:22
120,d,14/03/2019 06:42:36
122,a,14/03/2019 06:42:55
123,a,14/03/2019 06:42:55
121,d,14/03/2019 06:43:22
122,c,14/03/2019 06:43:55
123,c,14/03/2019 06:43:55
122,d,14/03/2019 06:44:55
123,d,14/03/2019 06:44:55
124,a,14/03/2019 06:47:50
125,a,14/03/2019 06:48:13
126,a,14/03/2019 06:48:38
124,b,14/03/2019 06:48:50
125,c,14/03/2019 06:49:13
126,b,14/03/2019 06:49:38
124,d,14/03/2019 06:49:50
125,d,14/03/2019 06:50:13
126,d,14/03/2019 06:50:38
127,a,14/03/2019 06:52:14
128,a,14/03/2019 06:52:16
129,a,14/03/2019 06:52:24
130,a,14/03/2019 06:52:30
127,b,14/03/2019 06:53:14
128,c,14/03/2019 06:53:16
129,c,14/03/2019 06:53:24
130,b,14/03/2019 06:53:30
127,d,14/03/2019 06:54:14
128,d,14/03/2019 06:54:16
129,d,14/03/2019 06:54:24
130,d,14/03/2019 06:54:30
131,a,14/03/2019 06:57:33
132,a,14/03/2019 06:58:09
131,b,14/03/2019 06:58:33
133,a,14/03/2019 06:58:52
132,c,14/03/2019 06:59:09
131,d,14/03/2019 06:59:33
133,b,14/03/2019 06:59:52
132,d,14/03/2019 07:00:09
134,a,14/03/2019 07:00:19
133,d,14/03/2019 07:00:52
134,c,14/03/2019 07:01:19
135,a,14/03/2019 07:02:15
134,d,14/03/2019 07:02:19
136,a,14/03/2019 07:02:56
137,a,14/03/2019 07:03:00
135,b,14/03/2019 07:03:15
138,a,14/03/2019 07:03:20
136,b,14/03/2019 07:03:56
137,b,14/03/2019 07:04:00
135,d,14/03/2019 07:04:15
138,c,14/03/2019 07:04:20
139,a,14/03/2019 07:04:31
140,a,14/03/2019 07:04:45
141,a,14/03/2019 07:04:46
136,d,14/03/2019 07:04:56
137,d,14/03/2019 07:05:00
138,d,14/03/2019 07:05:20
139,c,14/03/2019 07:05:31
140,b,14/03/2019 07:05:45
141,b,14/03/2019 07:05:46
142,a,14/03/2019 07:05:57
143,a,14/03/2019 07:06:11
144,a,14/03/2019 07:06:17
145,a,14/03/2019 07:06:21
139,d,14/03/2019 07:06:31
146,a,14/03/2019 07:06:33
147,a,14/03/2019 07:06:34
140,d,14/03/2019 07:06:45
141,d,14/03/2019 07:06:46
142,b,14/03/2019 07:06:57
143,b,14/03/2019 07:07:11
144,c,14/03/2019 07:07:17
145,b,14/03/2019 07:07:21
146,b,14/03/2019 07:07:33
147,c,14/03/2019 07:07:34
142,d,14/03/2019 07:07:57
143,d,14/03/2019 07:08:11
144,d,14/03/2019 07:08:17
148,a,14/03/2019 07:08:20
145,d,14/03/2019 07:08:21
149,a,14/03/2019 07:08:25
146,d,14/03/2019 07:08:33
147,d,14/03/2019 07:08:34
148,b,14/03/2019 07:09:20
149,b,14/03/2019 07:09:25
150,a,14/03/2019 07:09:41
151,a,14/03/2019 07:10:18
148,d,14/03/2019 07:10:20
149,d,14/03/2019 07:10:25
152,a,14/03/2019 07:10:41
150,b,14/03/2019 07:10:41
151,c,14/03/2019 07:11:18
152,c,14/03/2019 07:11:41
150,d,14/03/2019 07:11:41
151,d,14/03/2019 07:12:18
153,a,14/03/2019 07:12:26
152,d,14/03/2019 07:12:41
153,c,14/03/2019 07:13:26
153,d,14/03/2019 07:14:26
154,a,14/03/2019 07:16:14
154,c,14/03/2019 07:17:14
154,d,14/03/2019 07:18:14
155,a,14/03/2019 07:18:47
156,a,14/03/2019 07:19:01
157,a,14/03/2019 07:19:18
158,a,14/03/2019 07:19:27
159,a,14/03/2019 07:19:41
155,b,14/03/2019 07:19:47
156,b,14/03/2019 07:20:01
157,c,14/03/2019 07:20:18
158,c,14/03/2019 07:20:27
160,a,14/03/2019 07:20:28
159,b,14/03/2019 07:20:41
155,d,14/03/2019 07:20:47
156,d,14/03/2019 07:21:01
157,d,14/03/2019 07:21:18
158,d,14/03/2019 07:21:27
160,b,14/03/2019 07:21:28
159,d,14/03/2019 07:21:41
160,d,14/03/2019 07:22:28
161,a,14/03/2019 07:22:48
162,a,14/03/2019 07:23:03
163,a,14/03/2019 07:23:45
161,c,14/03/2019 07:23:48
162,c,14/03/2019 07:24:03
164,a,14/03/2019 07:24:38
163,c,14/03/2019 07:24:45
161,d,14/03/2019 07:24:48
162,d,14/03/2019 07:25:03
164,c,14/03/2019 07:25:38
163,d,14/03/2019 07:25:45
164,d,14/03/2019 07:26:38
165,a,14/03/2019 07:26:51
165,b,14/03/2019 07:27:51
166,a,14/03/2019 07:28:46
165,d,14/03/2019 07:28:51
167,a,14/03/2019 07:29:00
166,b,14/03/2019 07:29:46
167,b,14/03/2019 07:30:00
166,d,14/03/2019 07:30:46
167,d,14/03/2019 07:31:00
168,a,14/03/2019 07:32:42
169,a,14/03/2019 07:33:23
168,b,14/03/2019 07:33:42
170,a,14/03/2019 07:33:48
171,a,14/03/2019 07:33:59
169,c,14/03/2019 07:34:23
168,d,14/03/2019 07:34:42
170,c,14/03/2019 07:34:48
171,b,14/03/2019 07:34:59
172,a,14/03/2019 07:35:01
169,d,14/03/2019 07:35:23
170,d,14/03/2019 07:35:48
171,d,14/03/2019 07:35:59
172,c,14/03/2019 07:36:01
172,d,14/03/2019 07:37:01
173,a,14/03/2019 07:40:44
174,a,14/03/2019 07:40:58
175,a,14/03/2019 07:41:07
173,c,14/03/2019 07:41:44
174,b,14/03/2019 07:41:58
175,b,14/03/2019 07:42:07
173,d,14/03/2019 07:42:44
174,d,14/03/2019 07:42:58
176,a,14/03/2019 07:43:06
175,d,14/03/2019 07:43:07
177,a,14/03/2019 07:43:42
178,a,14/03/2019 07:43:50
179,a,14/03/2019 07:44:02
176,c,14/03/2019 07:44:06
180,a,14/03/2019 07:44:15
177,c,14/03/2019 07:44:42
178,b,14/03/2019 07:44:50
179,c,14/03/2019 07:45:02
176,d,14/03/2019 07:45:06
180,b,14/03/2019 07:45:15
177,d,14/03/2019 07:45:42
178,d,14/03/2019 07:45:50
179,d,14/03/2019 07:46:02
180,d,14/03/2019 07:46:15
181,a,14/03/2019 07:46:18
182,a,14/03/2019 07:46:49
183,a,14/03/2019 07:46:58
181,c,14/03/2019 07:47:18
184,a,14/03/2019 07:47:31
182,c,14/03/2019 07:47:49
183,c,14/03/2019 07:47:58
185,a,14/03/2019 07:48:03
181,d,14/03/2019 07:48:18
184,c,14/03/2019 07:48:31
182,d,14/03/2019 07:48:49
183,d,14/03/2019 07:48:58
185,c,14/03/2019 07:49:03
186,a,14/03/2019 07:49:23
184,d,14/03/2019 07:49:31
185,d,14/03/2019 07:50:03
186,b,14/03/2019 07:50:23
186,d,14/03/2019 07:51:23
187,a,14/03/2019 07:52:02
188,a,14/03/2019 07:52:26
187,b,14/03/2019 07:53:02
188,b,14/03/2019 07:53:26
189,a,14/03/2019 07:53:28
190,a,14/03/2019 07:53:34
187,d,14/03/2019 07:54:02
188,d,14/03/2019 07:54:26
189,b,14/03/2019 07:54:28
190,c,14/03/2019 07:54:34
189,d,14/03/2019 07:55:28
190,d,14/03/2019 07:55:34
191,a,14/03/2019 07:55:35
192,a,14/03/2019 07:56:14
191,c,14/03/2019 07:56:35
192,c,14/03/2019 07:57:14
193,a,14/03/2019 07:57:26
191,d,14/03/2019 07:57:35
192,d,14/03/2019 07:58:14
194,a,14/03/2019 07:58:19
193,b,14/03/2019 07:58:26
195,a,14/03/2019 07:59:05
194,c,14/03/2019 07:59:19
193,d,14/03/2019 07:59:26
195,c,14/03/2019 08:00:05
194,d,14/03/2019 08:00:19
196,a,14/03/2019 08:00:19
197,a,14/03/2019 08:00:40
195,d,14/03/2019 08:01:05
196,c,14/03/2019 08:01:19
197,c,14/03/2019 08:01:40
196,d,14/03/2019 08:02:19
197,d,14/03/2019 08:02:40
198,a,14/03/2019 08:03:45
199,a,14/03/2019 08:03:56
200,a,14/03/2019 08:04:01
198,c,14/03/2019 08:04:45
199,b,14/03/2019 08:04:56
200,b,14/03/2019 08:05:01
198,d,14/03/2019 08:05:45
199,d,14/03/2019 08:05:56
200,d,14/03/2019 08:06:01
201,a,14/03/2019 08:09:54
201,c,14/03/2019 08:10:54
202,a,14/03/2019 08:11:49
201,d,14/03/2019 08:11:54
202,b,14/03/2019 08:12:49
203,a,14/03/2019 08:13:17
204,a,14/03/2019 08:13:28
205,a,14/03/2019 08:13:36
206,a,14/03/2019 08:13:38
202,d,14/03/2019 08:13:49
207,a,14/03/2019 08:14:13
203,c,14/03/2019 08:14:17
204,b,14/03/2019 08:14:28
208,a,14/03/2019 08:14:32
205,c,14/03/2019 08:14:36
206,c,14/03/2019 08:14:38
209,a,14/03/2019 08:14:40
207,b,14/03/2019 08:15:13
203,d,14/03/2019 08:15:17
210,a,14/03/2019 08:15:19
204,d,14/03/2019 08:15:28
208,b,14/03/2019 08:15:32
205,d,14/03/2019 08:15:36
206,d,14/03/2019 08:15:38
209,c,14/03/2019 08:15:40
207,d,14/03/2019 08:16:13
210,b,14/03/2019 08:16:19
208,d,14/03/2019 08:16:32
209,d,14/03/2019 08:16:40
210,d,14/03/2019 08:17:19
211,a,14/03/2019 08:18:55
212,a,14/03/2019 08:19:02
213,a,14/03/2019 08:19:40
211,b,14/03/2019 08:19:55
212,b,14/03/2019 08:20:02
213,b,14/03/2019 08:20:40
211,d,14/03/2019 08:20:55
212,d,14/03/2019 08:21:02
213,d,14/03/2019 08:21:40
214,a,14/03/2019 08:25:53
215,a,14/03/2019 08:26:40
214,c,14/03/2019 08:26:53
216,a,14/03/2019 08:27:00
215,c,14/03/2019 08:27:40
214,d,14/03/2019 08:27:53
216,b,14/03/2019 08:28:00
217,a,14/03/2019 08:28:09
218,a,14/03/2019 08:28:20
219,a,14/03/2019 08:28:31
215,d,14/03/2019 08:28:40
216,d,14/03/2019 08:29:00
217,b,14/03/2019 08:29:09
218,b,14/03/2019 08:29:20
220,a,14/03/2019 08:29:26
219,b,14/03/2019 08:29:31
221,a,14/03/2019 08:30:06
217,d,14/03/2019 08:30:09
222,a,14/03/2019 08:30:11
218,d,14/03/2019 08:30:20
220,c,14/03/2019 08:30:26
223,a,14/03/2019 08:30:26
219,d,14/03/2019 08:30:31
224,a,14/03/2019 08:31:04
221,c,14/03/2019 08:31:06
222,b,14/03/2019 08:31:11
220,d,14/03/2019 08:31:26
223,b,14/03/2019 08:31:26
225,a,14/03/2019 08:31:44
226,a,14/03/2019 08:31:57
224,b,14/03/2019 08:32:04
221,d,14/03/2019 08:32:06
222,d,14/03/2019 08:32:11
223,d,14/03/2019 08:32:26
227,a,14/03/2019 08:32:33
225,c,14/03/2019 08:32:44
226,c,14/03/2019 08:32:57
228,a,14/03/2019 08:32:59
224,d,14/03/2019 08:33:04
227,b,14/03/2019 08:33:33
225,d,14/03/2019 08:33:44
226,d,14/03/2019 08:33:57
228,c,14/03/2019 08:33:59
229,a,14/03/2019 08:34:14
227,d,14/03/2019 08:34:33
230,a,14/03/2019 08:34:57
228,d,14/03/2019 08:34:59
229,b,14/03/2019 08:35:14
230,c,14/03/2019 08:35:57
229,d,14/03/2019 08:36:14
230,d,14/03/2019 08:36:57
231,a,14/03/2019 08:37:04
231,c,14/03/2019 08:38:04
232,a,14/03/2019 08:38:06
233,a,14/03/2019 08:39:02
231,d,14/03/2019 08:39:04
232,b,14/03/2019 08:39:06
233,c,14/03/2019 08:40:02
232,d,14/03/2019 08:40:06
234,a,14/03/2019 08:40:59
233,d,14/03/2019 08:41:02
234,b,14/03/2019 08:41:59
235,a,14/03/2019 08:42:31
236,a,14/03/2019 08:42:41
237,a,14/03/2019 08:42:47
234,d,14/03/2019 08:42:59
238,a,14/03/2019 08:43:30
235,c,14/03/2019 08:43:31
236,b,14/03/2019 08:43:41
237,c,14/03/2019 08:43:47
239,a,14/03/2019 08:44:12
238,c,14/03/2019 08:44:30
235,d,14/03/2019 08:44:31
236,d,14/03/2019 08:44:41
240,a,14/03/2019 08:44:44
237,d,14/03/2019 08:44:47
241,a,14/03/2019 08:44:51
242,a,14/03/2019 08:44:59
243,a,14/03/2019 08:45:07
239,b,14/03/2019 08:45:12
238,d,14/03/2019 08:45:30
240,c,14/03/2019 08:45:44
241,c,14/03/2019 08:45:51
242,c,14/03/2019 08:45:59
243,b,14/03/2019 08:46:07
239,d,14/03/2019 08:46:12
240,d,14/03/2019 08:46:44
241,d,14/03/2019 08:46:51
242,d,14/03/2019 08:46:59
244,a,14/03/2019 08:47:02
243,d,14/03/2019 08:47:07
245,a,14/03/2019 08:47:46
246,a,14/03/2019 08:48:01
244,b,14/03/2019 08:48:02
247,a,14/03/2019 08:48:15
248,a,14/03/2019 08:48:23
245,c,14/03/2019 08:48:46
249,a,14/03/2019 08:48:59
246,c,14/03/2019 08:49:01
244,d,14/03/2019 08:49:02
247,c,14/03/2019 08:49:15
250,a,14/03/2019 08:49:20
248,c,14/03/2019 08:49:23
251,a,14/03/2019 08:49:39
245,d,14/03/2019 08:49:46
249,c,14/03/2019 08:49:59
246,d,14/03/2019 08:50:01
247,d,14/03/2019 08:50:15
250,b,14/03/2019 08:50:20
248,d,14/03/2019 08:50:23
251,c,14/03/2019 08:50:39
249,d,14/03/2019 08:50:59
252,a,14/03/2019 08:51:07
250,d,14/03/2019 08:51:20
253,a,14/03/2019 08:51:39
251,d,14/03/2019 08:51:39
254,a,14/03/2019 08:51:41
252,b,14/03/2019 08:52:07
253,c,14/03/2019 08:52:39
254,c,14/03/2019 08:52:41
252,d,14/03/2019 08:53:07
253,d,14/03/2019 08:53:39
254,d,14/03/2019 08:53:41
255,a,14/03/2019 08:53:52
256,a,14/03/2019 08:54:37
255,c,14/03/2019 08:54:52
257,a,14/03/2019 08:54:57
256,c,14/03/2019 08:55:37
258,a,14/03/2019 08:55:51
255,d,14/03/2019 08:55:52
257,c,14/03/2019 08:55:57
256,d,14/03/2019 08:56:37
258,c,14/03/2019 08:56:51
257,d,14/03/2019 08:56:57
259,a,14/03/2019 08:56:59
260,a,14/03/2019 08:57:08
258,d,14/03/2019 08:57:51
259,c,14/03/2019 08:57:59
260,c,14/03/2019 08:58:08
259,d,14/03/2019 08:58:59
260,d,14/03/2019 08:59:08
261,a,14/03/2019 09:00:24
261,b,14/03/2019 09:01:24
261,d,14/03/2019 09:02:24
262,a,14/03/2019 09:04:23
262,c,14/03/2019 09:05:23
262,d,14/03/2019 09:06:23
263,a,14/03/2019 09:08:19
263,b,14/03/2019 09:09:19
264,a,14/03/2019 09:09:40
263,d,14/03/2019 09:10:19
265,a,14/03/2019 09:10:25
266,a,14/03/2019 09:10:28
264,c,14/03/2019 09:10:40
265,c,14/03/2019 09:11:25
266,b,14/03/2019 09:11:28
264,d,14/03/2019 09:11:40
265,d,14/03/2019 09:12:25
266,d,14/03/2019 09:12:28
267,a,14/03/2019 09:13:00
268,a,14/03/2019 09:13:42
269,a,14/03/2019 09:13:57
267,b,14/03/2019 09:14:00
268,c,14/03/2019 09:14:42
269,c,14/03/2019 09:14:57
267,d,14/03/2019 09:15:00
268,d,14/03/2019 09:15:42
269,d,14/03/2019 09:15:57
270,a,14/03/2019 09:16:06
271,a,14/03/2019 09:16:19
272,a,14/03/2019 09:16:23
270,b,14/03/2019 09:17:06
271,b,14/03/2019 09:17:19
272,b,14/03/2019 09:17:23
273,a,14/03/2019 09:17:52
270,d,14/03/2019 09:18:06
274,a,14/03/2019 09:18:14
271,d,14/03/2019 09:18:19
272,d,14/03/2019 09:18:23
275,a,14/03/2019 09:18:34
