activity,timestamp
b,14/03/2019 05:08:18
a,14/03/2019 05:08:33
c,14/03/2019 05:08:34
b,14/03/2019 05:09:17
d,14/03/2019 05:09:18
c,14/03/2019 05:09:33
b,14/03/2019 05:09:34
d,14/03/2019 05:10:17
b,14/03/2019 05:10:33
d,14/03/2019 05:10:34
a,14/03/2019 05:10:36
a,14/03/2019 05:11:06
d,14/03/2019 05:11:33
c,14/03/2019 05:11:36
c,14/03/2019 05:12:06
a,14/03/2019 05:12:32
b,14/03/2019 05:12:36
a,14/03/2019 05:12:48
b,14/03/2019 05:13:06
a,14/03/2019 05:13:21
c,14/03/2019 05:13:32
d,14/03/2019 05:13:36
c,14/03/2019 05:13:48
d,14/03/2019 05:14:06
a,14/03/2019 05:14:07
b,14/03/2019 05:14:21
b,14/03/2019 05:14:32
b,14/03/2019 05:14:48
b,14/03/2019 05:15:07
c,14/03/2019 05:15:21
d,14/03/2019 05:15:32
d,14/03/2019 05:15:48
c,14/03/2019 05:16:07
d,14/03/2019 05:16:21
d,14/03/2019 05:17:07
a,14/03/2019 05:17:23
a,14/03/2019 05:17:46
c,14/03/2019 05:18:23
b,14/03/2019 05:18:46
a,14/03/2019 05:19:03
b,14/03/2019 05:19:23
c,14/03/2019 05:19:46
b,14/03/2019 05:20:03
d,14/03/2019 05:20:23
d,14/03/2019 05:20:46
c,14/03/2019 05:21:03
a,14/03/2019 05:22:01
d,14/03/2019 05:22:03
b,14/03/2019 05:23:01
a,14/03/2019 05:23:18
a,14/03/2019 05:23:34
c,14/03/2019 05:24:01
c,14/03/2019 05:24:18
b,14/03/2019 05:24:34
d,14/03/2019 05:25:01
a,14/03/2019 05:25:09
a,14/03/2019 05:25:16
b,14/03/2019 05:25:18
a,14/03/2019 05:25:32
c,14/03/2019 05:25:34
a,14/03/2019 05:25:52
b,14/03/2019 05:26:09
b,14/03/2019 05:26:16
d,14/03/2019 05:26:18
c,14/03/2019 05:26:32
d,14/03/2019 05:26:34
b,14/03/2019 05:26:52
c,14/03/2019 05:27:09
c,14/03/2019 05:27:16
b,14/03/2019 05:27:32
a,14/03/2019 05:27:47
c,14/03/2019 05:27:52
d,14/03/2019 05:28:09
d,14/03/2019 05:28:16
d,14/03/2019 05:28:32
a,14/03/2019 05:28:33
b,14/03/2019 05:28:47
d,14/03/2019 05:28:52
a,14/03/2019 05:29:13
b,14/03/2019 05:29:33
c,14/03/2019 05:29:47
a,14/03/2019 05:30:04
c,14/03/2019 05:30:13
a,14/03/2019 05:30:19
c,14/03/2019 05:30:33
a,14/03/2019 05:30:45
d,14/03/2019 05:30:47
a,14/03/2019 05:31:03
c,14/03/2019 05:31:04
b,14/03/2019 05:31:13
c,14/03/2019 05:31:19
d,14/03/2019 05:31:33
b,14/03/2019 05:31:45
c,14/03/2019 05:32:03
b,14/03/2019 05:32:04
a,14/03/2019 05:32:13
d,14/03/2019 05:32:13
b,14/03/2019 05:32:19
c,14/03/2019 05:32:45
b,14/03/2019 05:33:03
d,14/03/2019 05:33:04
b,14/03/2019 05:33:13
d,14/03/2019 05:33:19
a,14/03/2019 05:33:42
d,14/03/2019 05:33:45
d,14/03/2019 05:34:03
c,14/03/2019 05:34:13
a,14/03/2019 05:34:23
c,14/03/2019 05:34:42
a,14/03/2019 05:34:56
d,14/03/2019 05:35:13
b,14/03/2019 05:35:23
b,14/03/2019 05:35:42
b,14/03/2019 05:35:56
a,14/03/2019 05:36:17
c,14/03/2019 05:36:23
d,14/03/2019 05:36:42
c,14/03/2019 05:36:56
b,14/03/2019 05:37:17
d,14/03/2019 05:37:23
d,14/03/2019 05:37:56
c,14/03/2019 05:38:17
a,14/03/2019 05:38:46
a,14/03/2019 05:39:15
d,14/03/2019 05:39:17
c,14/03/2019 05:39:46
a,14/03/2019 05:40:11
c,14/03/2019 05:40:15
a,14/03/2019 05:40:34
b,14/03/2019 05:40:46
b,14/03/2019 05:41:11
b,14/03/2019 05:41:15
b,14/03/2019 05:41:34
d,14/03/2019 05:41:46
c,14/03/2019 05:42:11
d,14/03/2019 05:42:15
c,14/03/2019 05:42:34
a,14/03/2019 05:42:56
d,14/03/2019 05:43:11
d,14/03/2019 05:43:34
b,14/03/2019 05:43:56
c,14/03/2019 05:44:56
a,14/03/2019 05:45:38
d,14/03/2019 05:45:56
a,14/03/2019 05:45:57
a,14/03/2019 05:46:08
a,14/03/2019 05:46:13
a,14/03/2019 05:46:30
b,14/03/2019 05:46:38
b,14/03/2019 05:46:57
b,14/03/2019 05:47:08
b,14/03/2019 05:47:13
b,14/03/2019 05:47:30
c,14/03/2019 05:47:38
c,14/03/2019 05:47:57
c,14/03/2019 05:48:08
c,14/03/2019 05:48:13
a,14/03/2019 05:48:20
c,14/03/2019 05:48:30
a,14/03/2019 05:48:33
d,14/03/2019 05:48:38
a,14/03/2019 05:48:52
d,14/03/2019 05:48:57
d,14/03/2019 05:49:08
d,14/03/2019 05:49:13
c,14/03/2019 05:49:20
d,14/03/2019 05:49:30
c,14/03/2019 05:49:33
b,14/03/2019 05:49:52
b,14/03/2019 05:50:20
b,14/03/2019 05:50:33
c,14/03/2019 05:50:52
d,14/03/2019 05:51:20
d,14/03/2019 05:51:33
d,14/03/2019 05:51:52
a,14/03/2019 05:52:01
a,14/03/2019 05:52:07
b,14/03/2019 05:53:01
b,14/03/2019 05:53:07
c,14/03/2019 05:54:01
c,14/03/2019 05:54:07
d,14/03/2019 05:55:01
d,14/03/2019 05:55:07
a,14/03/2019 05:55:50
a,14/03/2019 05:56:35
b,14/03/2019 05:56:50
a,14/03/2019 05:57:04
a,14/03/2019 05:57:29
b,14/03/2019 05:57:35
a,14/03/2019 05:57:48
c,14/03/2019 05:57:50
b,14/03/2019 05:58:04
c,14/03/2019 05:58:29
c,14/03/2019 05:58:35
c,14/03/2019 05:58:48
d,14/03/2019 05:58:50
c,14/03/2019 05:59:04
a,14/03/2019 05:59:13
b,14/03/2019 05:59:29
a,14/03/2019 05:59:30
d,14/03/2019 05:59:35
a,14/03/2019 05:59:37
b,14/03/2019 05:59:48
d,14/03/2019 06:00:04
c,14/03/2019 06:00:13
d,14/03/2019 06:00:29
c,14/03/2019 06:00:30
b,14/03/2019 06:00:37
d,14/03/2019 06:00:48
b,14/03/2019 06:01:13
a,14/03/2019 06:01:29
b,14/03/2019 06:01:30
c,14/03/2019 06:01:37
d,14/03/2019 06:02:13
b,14/03/2019 06:02:29
d,14/03/2019 06:02:30
d,14/03/2019 06:02:37
c,14/03/2019 06:03:29
a,14/03/2019 06:04:10
d,14/03/2019 06:04:29
a,14/03/2019 06:04:36
a,14/03/2019 06:05:07
c,14/03/2019 06:05:10
a,14/03/2019 06:05:34
b,14/03/2019 06:05:36
a,14/03/2019 06:05:54
b,14/03/2019 06:06:07
b,14/03/2019 06:06:10
a,14/03/2019 06:06:25
b,14/03/2019 06:06:34
c,14/03/2019 06:06:36
c,14/03/2019 06:06:54
c,14/03/2019 06:07:07
d,14/03/2019 06:07:10
c,14/03/2019 06:07:25
c,14/03/2019 06:07:34
a,14/03/2019 06:07:34
d,14/03/2019 06:07:36
a,14/03/2019 06:07:52
b,14/03/2019 06:07:54
a,14/03/2019 06:07:57
d,14/03/2019 06:08:07
b,14/03/2019 06:08:25
d,14/03/2019 06:08:34
c,14/03/2019 06:08:34
a,14/03/2019 06:08:43
b,14/03/2019 06:08:52
d,14/03/2019 06:08:54
b,14/03/2019 06:08:57
a,14/03/2019 06:09:20
d,14/03/2019 06:09:25
b,14/03/2019 06:09:34
c,14/03/2019 06:09:43
c,14/03/2019 06:09:52
c,14/03/2019 06:09:57
a,14/03/2019 06:10:03
a,14/03/2019 06:10:08
b,14/03/2019 06:10:20
d,14/03/2019 06:10:34
b,14/03/2019 06:10:43
d,14/03/2019 06:10:52
d,14/03/2019 06:10:57
c,14/03/2019 06:11:03
c,14/03/2019 06:11:08
c,14/03/2019 06:11:20
d,14/03/2019 06:11:43
a,14/03/2019 06:11:51
b,14/03/2019 06:12:03
b,14/03/2019 06:12:08
a,14/03/2019 06:12:14
d,14/03/2019 06:12:20
c,14/03/2019 06:12:51
d,14/03/2019 06:13:03
d,14/03/2019 06:13:08
c,14/03/2019 06:13:14
b,14/03/2019 06:13:51
b,14/03/2019 06:14:14
a,14/03/2019 06:14:27
d,14/03/2019 06:14:51
d,14/03/2019 06:15:14
b,14/03/2019 06:15:27
a,14/03/2019 06:15:40
c,14/03/2019 06:16:27
c,14/03/2019 06:16:40
d,14/03/2019 06:17:27
b,14/03/2019 06:17:40
a,14/03/2019 06:18:01
a,14/03/2019 06:18:16
d,14/03/2019 06:18:40
c,14/03/2019 06:19:01
b,14/03/2019 06:19:16
b,14/03/2019 06:20:01
c,14/03/2019 06:20:16
d,14/03/2019 06:21:01
d,14/03/2019 06:21:16
