case id,activity,timestamp
4,Activity G,11/19/2018 01:03:04
4,Activity B,11/19/2018 01:05:04
5,Activity A,11/19/2018 00:52:06
5,Activity H,11/19/2018 00:54:06
5,Activity C,11/19/2018 00:55:06
5,Activity E,11/19/2018 00:56:06
5,Activity F,11/19/2018 00:57:06
5,Activity E,11/19/2018 00:58:06
5,Activity I,11/19/2018 00:59:06
5,Activity J,11/19/2018 01:00:06
5,Activity M,11/19/2018 01:01:06
5,Activity K,11/19/2018 01:02:06
5,Activity G,11/19/2018 01:03:06
5,Activity B,11/19/2018 01:05:06
6,Activity A,11/19/2018 00:56:47
6,Activity C,11/19/2018 00:58:47
6,Activity E,11/19/2018 00:59:47
6,Activity I,11/19/2018 01:00:47
6,Activity J,11/19/2018 01:01:47
6,Activity M,11/19/2018 01:02:47
6,Activity K,11/19/2018 01:03:47
6,Activity H,11/19/2018 01:04:47
6,Activity G,11/19/2018 01:05:47
6,Activity B,11/19/2018 01:07:47
7,Activity A,11/19/2018 00:57:48
7,Activity C,11/19/2018 00:59:48
7,Activity E,11/19/2018 01:00:48
7,Activity F,11/19/2018 01:01:48
7,Activity E,11/19/2018 01:02:48
7,Activity F,11/19/2018 01:03:48
7,Activity H,11/19/2018 01:04:48
7,Activity E,11/19/2018 01:05:48
7,Activity F,11/19/2018 01:06:48
7,Activity E,11/19/2018 01:07:48
7,Activity F,11/19/2018 01:08:48
7,Activity E,11/19/2018 01:09:48
7,Activity F,11/19/2018 01:10:48
7,Activity E,11/19/2018 01:11:48
7,Activity I,11/19/2018 01:12:48
7,Activity J,11/19/2018 01:13:48
7,Activity M,11/19/2018 01:14:48
7,Activity K,11/19/2018 01:15:48
7,Activity G,11/19/2018 01:16:48
7,Activity B,11/19/2018 01:18:48
8,Activity A,11/19/2018 00:58:58
8,Activity C,11/19/2018 01:00:58
8,Activity E,11/19/2018 01:01:58
8,Activity H,11/19/2018 01:02:58
8,Activity I,11/19/2018 01:03:58
8,Activity J,11/19/2018 01:04:58
8,Activity M,11/19/2018 01:05:58
8,Activity K,11/19/2018 01:06:58
8,Activity G,11/19/2018 01:07:58
8,Activity B,11/19/2018 01:09:58
9,Activity A,11/19/2018 01:00:19
9,Activity H,11/19/2018 01:02:19
9,Activity C,11/19/2018 01:03:19
9,Activity E,11/19/2018 01:04:19
9,Activity F,11/19/2018 01:05:19
9,Activity E,11/19/2018 01:06:19
9,Activity I,11/19/2018 01:07:19
9,Activity J,11/19/2018 01:08:19
9,Activity L,11/19/2018 01:09:19
9,Activity K,11/19/2018 01:10:19
9,Activity G,11/19/2018 01:11:19
9,Activity B,11/19/2018 01:13:19
10,Activity A,11/19/2018 01:00:28
10,Activity H,11/19/2018 01:02:28
10,Activity C,11/19/2018 01:03:28
10,Activity E,11/19/2018 01:04:28
10,Activity I,11/19/2018 01:05:28
10,Activity J,11/19/2018 01:06:28
10,Activity L,11/19/2018 01:07:28
10,Activity K,11/19/2018 01:08:28
10,Activity G,11/19/2018 01:09:28
10,Activity B,11/19/2018 01:11:28
11,Activity A,11/19/2018 01:04:25
11,Activity H,11/19/2018 01:06:25
11,Activity C,11/19/2018 01:07:25
11,Activity E,11/19/2018 01:08:25
11,Activity I,11/19/2018 01:09:25
11,Activity J,11/19/2018 01:10:25
11,Activity M,11/19/2018 01:11:25
11,Activity K,11/19/2018 01:12:25
11,Activity G,11/19/2018 01:13:25
11,Activity B,11/19/2018 01:15:25
12,Activity A,11/19/2018 01:09:50
12,Activity H,11/19/2018 01:11:50
12,Activity C,11/19/2018 01:12:50
12,Activity E,11/19/2018 01:13:50
12,Activity F,11/19/2018 01:14:50
12,Activity E,11/19/2018 01:15:50
12,Activity F,11/19/2018 01:16:50
12,Activity E,11/19/2018 01:17:50
12,Activity I,11/19/2018 01:18:50
12,Activity J,11/19/2018 01:19:50
12,Activity L,11/19/2018 01:20:50
12,Activity K,11/19/2018 01:21:50
12,Activity G,11/19/2018 01:22:50
12,Activity B,11/19/2018 01:24:50
13,Activity A,11/19/2018 01:11:33
13,Activity C,11/19/2018 01:13:33
13,Activity E,11/19/2018 01:14:33
13,Activity F,11/19/2018 01:15:33
13,Activity E,11/19/2018 01:16:33
13,Activity I,11/19/2018 01:17:33
13,Activity H,11/19/2018 01:18:33
13,Activity J,11/19/2018 01:19:33
13,Activity M,11/19/2018 01:20:33
13,Activity K,11/19/2018 01:21:33
13,Activity G,11/19/2018 01:22:33
13,Activity B,11/19/2018 01:24:33
14,Activity A,11/19/2018 01:12:21
14,Activity H,11/19/2018 01:14:21
14,Activity C,11/19/2018 01:15:21
14,Activity E,11/19/2018 01:16:21
14,Activity F,11/19/2018 01:17:21
14,Activity E,11/19/2018 01:18:21
14,Activity F,11/19/2018 01:19:21
14,Activity E,11/19/2018 01:20:21
14,Activity F,11/19/2018 01:21:21
14,Activity E,11/19/2018 01:22:21
14,Activity I,11/19/2018 01:23:21
14,Activity J,11/19/2018 01:24:21
14,Activity M,11/19/2018 01:25:21
14,Activity K,11/19/2018 01:26:21
14,Activity G,11/19/2018 01:27:21
14,Activity B,11/19/2018 01:29:21
15,Activity A,11/19/2018 01:13:35
15,Activity C,11/19/2018 01:15:35
15,Activity H,11/19/2018 01:16:35
15,Activity E,11/19/2018 01:17:35
15,Activity I,11/19/2018 01:18:35
15,Activity J,11/19/2018 01:19:35
15,Activity L,11/19/2018 01:20:35
15,Activity K,11/19/2018 01:21:35
15,Activity G,11/19/2018 01:22:35
15,Activity B,11/19/2018 01:24:35
16,Activity A,11/19/2018 01:18:33
16,Activity C,11/19/2018 01:20:33
16,Activity E,11/19/2018 01:21:33
16,Activity I,11/19/2018 01:22:33
16,Activity J,11/19/2018 01:23:33
16,Activity L,11/19/2018 01:24:33
16,Activity K,11/19/2018 01:25:33
16,Activity H,11/19/2018 01:26:33
16,Activity G,11/19/2018 01:27:33
16,Activity B,11/19/2018 01:29:33
17,Activity A,11/19/2018 01:22:59
17,Activity H,11/19/2018 01:24:59
17,Activity C,11/19/2018 01:25:59
17,Activity E,11/19/2018 01:26:59
17,Activity I,11/19/2018 01:27:59
17,Activity J,11/19/2018 01:28:59
17,Activity L,11/19/2018 01:29:59
17,Activity K,11/19/2018 01:30:59
17,Activity G,11/19/2018 01:31:59
17,Activity B,11/19/2018 01:33:59
18,Activity A,11/19/2018 01:24:23
18,Activity C,11/19/2018 01:26:23
18,Activity H,11/19/2018 01:27:23
18,Activity E,11/19/2018 01:28:23
18,Activity I,11/19/2018 01:29:23
18,Activity J,11/19/2018 01:30:23
18,Activity L,11/19/2018 01:31:23
18,Activity K,11/19/2018 01:32:23
18,Activity G,11/19/2018 01:33:23
18,Activity B,11/19/2018 01:35:23
19,Activity A,11/19/2018 01:26:46
19,Activity C,11/19/2018 01:28:46
19,Activity H,11/19/2018 01:29:46
19,Activity E,11/19/2018 01:30:46
19,Activity F,11/19/2018 01:31:46
19,Activity E,11/19/2018 01:32:46
19,Activity I,11/19/2018 01:33:46
19,Activity J,11/19/2018 01:34:46
19,Activity M,11/19/2018 01:35:46
19,Activity K,11/19/2018 01:36:46
19,Activity G,11/19/2018 01:37:46
19,Activity B,11/19/2018 01:39:46
20,Activity A,11/19/2018 01:31:53
20,Activity H,11/19/2018 01:33:53
20,Activity C,11/19/2018 01:34:53
20,Activity E,11/19/2018 01:35:53
20,Activity I,11/19/2018 01:36:53
20,Activity J,11/19/2018 01:37:53
20,Activity L,11/19/2018 01:38:53
20,Activity K,11/19/2018 01:39:53
20,Activity G,11/19/2018 01:40:53
20,Activity B,11/19/2018 01:42:53
21,Activity A,11/19/2018 01:33:02
21,Activity C,11/19/2018 01:35:02
21,Activity H,11/19/2018 01:36:02
21,Activity E,11/19/2018 01:37:02
21,Activity F,11/19/2018 01:38:02
21,Activity E,11/19/2018 01:39:02
21,Activity I,11/19/2018 01:40:02
21,Activity J,11/19/2018 01:41:02
21,Activity L,11/19/2018 01:42:02
21,Activity K,11/19/2018 01:43:02
21,Activity G,11/19/2018 01:44:02
21,Activity B,11/19/2018 01:46:02
22,Activity A,11/19/2018 01:46:26
22,Activity C,11/19/2018 01:48:26
22,Activity H,11/19/2018 01:49:26
22,Activity E,11/19/2018 01:50:26
22,Activity F,11/19/2018 01:51:26
22,Activity E,11/19/2018 01:52:26
22,Activity I,11/19/2018 01:53:26
22,Activity J,11/19/2018 01:54:26
22,Activity M,11/19/2018 01:55:26
22,Activity K,11/19/2018 01:56:26
22,Activity G,11/19/2018 01:57:26
22,Activity B,11/19/2018 01:59:26
23,Activity A,11/19/2018 01:51:37
23,Activity C,11/19/2018 01:53:37
23,Activity H,11/19/2018 01:54:37
23,Activity E,11/19/2018 01:55:37
23,Activity I,11/19/2018 01:56:37
23,Activity J,11/19/2018 01:57:37
23,Activity M,11/19/2018 01:58:37
23,Activity K,11/19/2018 01:59:37
23,Activity G,11/19/2018 02:00:37
23,Activity B,11/19/2018 02:02:37
24,Activity A,11/19/2018 01:54:27
24,Activity H,11/19/2018 01:56:27
24,Activity C,11/19/2018 01:57:27
24,Activity E,11/19/2018 01:58:27
24,Activity I,11/19/2018 01:59:27
24,Activity J,11/19/2018 02:00:27
24,Activity L,11/19/2018 02:01:27
24,Activity K,11/19/2018 02:02:27
24,Activity G,11/19/2018 02:03:27
24,Activity B,11/19/2018 02:05:27
25,Activity A,11/19/2018 02:02:37
25,Activity C,11/19/2018 02:04:37
25,Activity E,11/19/2018 02:05:37
25,Activity F,11/19/2018 02:06:37
25,Activity H,11/19/2018 02:07:37
25,Activity E,11/19/2018 02:08:37
25,Activity F,11/19/2018 02:09:37
25,Activity E,11/19/2018 02:10:37
25,Activity F,11/19/2018 02:11:37
25,Activity E,11/19/2018 02:12:37
25,Activity I,11/19/2018 02:13:37
25,Activity J,11/19/2018 02:14:37
25,Activity L,11/19/2018 02:15:37
25,Activity K,11/19/2018 02:16:37
25,Activity G,11/19/2018 02:17:37
25,Activity B,11/19/2018 02:19:37
26,Activity A,11/19/2018 02:07:32
26,Activity C,11/19/2018 02:09:32
26,Activity H,11/19/2018 02:10:32
26,Activity E,11/19/2018 02:11:32
26,Activity I,11/19/2018 02:12:32
26,Activity J,11/19/2018 02:13:32
26,Activity L,11/19/2018 02:14:32
26,Activity K,11/19/2018 02:15:32
26,Activity G,11/19/2018 02:16:32
26,Activity B,11/19/2018 02:18:32
27,Activity A,11/19/2018 02:11:54
27,Activity C,11/19/2018 02:13:54
27,Activity E,11/19/2018 02:14:54
27,Activity I,11/19/2018 02:15:54
27,Activity J,11/19/2018 02:16:54
27,Activity H,11/19/2018 02:17:54
27,Activity M,11/19/2018 02:18:54
27,Activity K,11/19/2018 02:19:54
27,Activity G,11/19/2018 02:20:54
27,Activity B,11/19/2018 02:22:54
28,Activity A,11/19/2018 02:14:58
28,Activity C,11/19/2018 02:16:58
28,Activity E,11/19/2018 02:17:58
28,Activity H,11/19/2018 02:18:58
28,Activity F,11/19/2018 02:19:58
28,Activity E,11/19/2018 02:20:58
28,Activity F,11/19/2018 02:21:58
28,Activity E,11/19/2018 02:22:58
28,Activity F,11/19/2018 02:23:58
28,Activity E,11/19/2018 02:24:58
28,Activity F,11/19/2018 02:25:58
28,Activity E,11/19/2018 02:26:58
28,Activity I,11/19/2018 02:27:58
28,Activity J,11/19/2018 02:28:58
28,Activity M,11/19/2018 02:29:58
28,Activity K,11/19/2018 02:30:58
28,Activity G,11/19/2018 02:31:58
28,Activity B,11/19/2018 02:33:58
29,Activity A,11/19/2018 02:15:45
29,Activity C,11/19/2018 02:17:45
29,Activity E,11/19/2018 02:18:45
29,Activity F,11/19/2018 02:19:45
29,Activity E,11/19/2018 02:20:45
29,Activity I,11/19/2018 02:21:45
29,Activity J,11/19/2018 02:22:45
29,Activity M,11/19/2018 02:23:45
29,Activity K,11/19/2018 02:24:45
29,Activity H,11/19/2018 02:25:45
29,Activity G,11/19/2018 02:26:45
29,Activity B,11/19/2018 02:28:45
30,Activity A,11/19/2018 02:18:23
30,Activity C,11/19/2018 02:20:23
30,Activity E,11/19/2018 02:21:23
30,Activity F,11/19/2018 02:22:23
30,Activity H,11/19/2018 02:23:23
30,Activity E,11/19/2018 02:24:23
30,Activity I,11/19/2018 02:25:23
30,Activity J,11/19/2018 02:26:23
30,Activity M,11/19/2018 02:27:23
30,Activity K,11/19/2018 02:28:23
30,Activity G,11/19/2018 02:29:23
30,Activity B,11/19/2018 02:31:23
31,Activity A,11/19/2018 02:29:33
31,Activity H,11/19/2018 02:31:33
31,Activity C,11/19/2018 02:32:33
31,Activity E,11/19/2018 02:33:33
31,Activity F,11/19/2018 02:34:33
31,Activity E,11/19/2018 02:35:33
31,Activity F,11/19/2018 02:36:33
31,Activity E,11/19/2018 02:37:33
31,Activity F,11/19/2018 02:38:33
31,Activity E,11/19/2018 02:39:33
31,Activity I,11/19/2018 02:40:33
31,Activity J,11/19/2018 02:41:33
31,Activity M,11/19/2018 02:42:33
31,Activity K,11/19/2018 02:43:33
31,Activity G,11/19/2018 02:44:33
31,Activity B,11/19/2018 02:46:33
32,Activity A,11/19/2018 02:31:45
32,Activity H,11/19/2018 02:33:45
32,Activity C,11/19/2018 02:34:45
32,Activity E,11/19/2018 02:35:45
32,Activity I,11/19/2018 02:36:45
32,Activity J,11/19/2018 02:37:45
32,Activity L,11/19/2018 02:38:45
32,Activity K,11/19/2018 02:39:45
32,Activity G,11/19/2018 02:40:45
32,Activity B,11/19/2018 02:42:45
33,Activity A,11/19/2018 02:32:12
33,Activity C,11/19/2018 02:34:12
33,Activity E,11/19/2018 02:35:12
33,Activity F,11/19/2018 02:36:12
33,Activity E,11/19/2018 02:37:12
33,Activity F,11/19/2018 02:38:12
33,Activity E,11/19/2018 02:39:12
33,Activity I,11/19/2018 02:40:12
33,Activity H,11/19/2018 02:41:12
33,Activity J,11/19/2018 02:42:12
33,Activity L,11/19/2018 02:43:12
33,Activity K,11/19/2018 02:44:12
33,Activity G,11/19/2018 02:45:12
33,Activity B,11/19/2018 02:47:12
34,Activity A,11/19/2018 02:39:24
34,Activity C,11/19/2018 02:41:24
34,Activity E,11/19/2018 02:42:24
34,Activity I,11/19/2018 02:43:24
34,Activity H,11/19/2018 02:44:24
34,Activity J,11/19/2018 02:45:24
34,Activity M,11/19/2018 02:46:24
34,Activity K,11/19/2018 02:47:24
34,Activity G,11/19/2018 02:48:24
34,Activity B,11/19/2018 02:50:24
35,Activity A,11/19/2018 03:08:28
35,Activity C,11/19/2018 03:10:28
35,Activity H,11/19/2018 03:11:28
35,Activity E,11/19/2018 03:12:28
35,Activity F,11/19/2018 03:13:28
35,Activity E,11/19/2018 03:14:28
35,Activity I,11/19/2018 03:15:28
35,Activity J,11/19/2018 03:16:28
35,Activity M,11/19/2018 03:17:28
35,Activity K,11/19/2018 03:18:28
35,Activity G,11/19/2018 03:19:28
35,Activity B,11/19/2018 03:21:28
36,Activity A,11/19/2018 03:10:58
36,Activity H,11/19/2018 03:12:58
36,Activity C,11/19/2018 03:13:58
36,Activity E,11/19/2018 03:14:58
36,Activity F,11/19/2018 03:15:58
36,Activity E,11/19/2018 03:16:58
36,Activity I,11/19/2018 03:17:58
36,Activity J,11/19/2018 03:18:58
36,Activity M,11/19/2018 03:19:58
36,Activity K,11/19/2018 03:20:58
36,Activity G,11/19/2018 03:21:58
36,Activity B,11/19/2018 03:23:58
37,Activity A,11/19/2018 03:13:04
37,Activity H,11/19/2018 03:15:04
37,Activity C,11/19/2018 03:16:04
37,Activity E,11/19/2018 03:17:04
37,Activity F,11/19/2018 03:18:04
37,Activity E,11/19/2018 03:19:04
37,Activity F,11/19/2018 03:20:04
37,Activity E,11/19/2018 03:21:04
37,Activity F,11/19/2018 03:22:04
37,Activity E,11/19/2018 03:23:04
37,Activity I,11/19/2018 03:24:04
37,Activity J,11/19/2018 03:25:04
37,Activity M,11/19/2018 03:26:04
37,Activity K,11/19/2018 03:27:04
37,Activity G,11/19/2018 03:28:04
37,Activity B,11/19/2018 03:30:04
38,Activity A,11/19/2018 03:13:21
38,Activity H,11/19/2018 03:15:21
38,Activity C,11/19/2018 03:16:21
38,Activity E,11/19/2018 03:17:21
38,Activity F,11/19/2018 03:18:21
38,Activity E,11/19/2018 03:19:21
38,Activity F,11/19/2018 03:20:21
38,Activity E,11/19/2018 03:21:21
38,Activity I,11/19/2018 03:22:21
38,Activity J,11/19/2018 03:23:21
38,Activity L,11/19/2018 03:24:21
38,Activity K,11/19/2018 03:25:21
38,Activity G,11/19/2018 03:26:21
38,Activity B,11/19/2018 03:28:21
39,Activity A,11/19/2018 03:18:14
39,Activity H,11/19/2018 03:20:14
39,Activity C,11/19/2018 03:21:14
39,Activity E,11/19/2018 03:22:14
39,Activity F,11/19/2018 03:23:14
39,Activity E,11/19/2018 03:24:14
39,Activity F,11/19/2018 03:25:14
39,Activity E,11/19/2018 03:26:14
39,Activity F,11/19/2018 03:27:14
39,Activity E,11/19/2018 03:28:14
39,Activity I,11/19/2018 03:29:14
39,Activity J,11/19/2018 03:30:14
39,Activity M,11/19/2018 03:31:14
39,Activity K,11/19/2018 03:32:14
39,Activity G,11/19/2018 03:33:14
39,Activity B,11/19/2018 03:35:14
40,Activity A,11/19/2018 03:19:13
40,Activity C,11/19/2018 03:21:13
40,Activity H,11/19/2018 03:22:13
40,Activity E,11/19/2018 03:23:13
40,Activity I,11/19/2018 03:24:13
40,Activity J,11/19/2018 03:25:13
40,Activity L,11/19/2018 03:26:13
40,Activity K,11/19/2018 03:27:13
40,Activity G,11/19/2018 03:28:13
40,Activity B,11/19/2018 03:30:13
41,Activity A,11/19/2018 03:23:21
41,Activity C,11/19/2018 03:25:21
41,Activity E,11/19/2018 03:26:21
41,Activity I,11/19/2018 03:27:21
41,Activity H,11/19/2018 03:28:21
41,Activity J,11/19/2018 03:29:21
41,Activity L,11/19/2018 03:30:21
41,Activity K,11/19/2018 03:31:21
41,Activity G,11/19/2018 03:32:21
41,Activity B,11/19/2018 03:34:21
42,Activity A,11/19/2018 03:24:08
42,Activity C,11/19/2018 03:26:08
42,Activity H,11/19/2018 03:27:08
42,Activity E,11/19/2018 03:28:08
42,Activity I,11/19/2018 03:29:08
42,Activity J,11/19/2018 03:30:08
42,Activity M,11/19/2018 03:31:08
42,Activity K,11/19/2018 03:32:08
42,Activity G,11/19/2018 03:33:08
42,Activity B,11/19/2018 03:35:08
43,Activity A,11/19/2018 03:24:25
43,Activity C,11/19/2018 03:26:25
43,Activity H,11/19/2018 03:27:25
43,Activity E,11/19/2018 03:28:25
43,Activity I,11/19/2018 03:29:25
43,Activity J,11/19/2018 03:30:25
43,Activity M,11/19/2018 03:31:25
43,Activity K,11/19/2018 03:32:25
43,Activity G,11/19/2018 03:33:25
43,Activity B,11/19/2018 03:35:25
44,Activity A,11/19/2018 03:35:33
44,Activity C,11/19/2018 03:37:33
44,Activity H,11/19/2018 03:38:33
44,Activity E,11/19/2018 03:39:33
44,Activity I,11/19/2018 03:40:33
44,Activity J,11/19/2018 03:41:33
44,Activity M,11/19/2018 03:42:33
44,Activity K,11/19/2018 03:43:33
44,Activity G,11/19/2018 03:44:33
44,Activity B,11/19/2018 03:46:33
45,Activity A,11/19/2018 03:37:06
45,Activity H,11/19/2018 03:39:06
45,Activity C,11/19/2018 03:40:06
45,Activity E,11/19/2018 03:41:06
45,Activity F,11/19/2018 03:42:06
45,Activity E,11/19/2018 03:43:06
45,Activity F,11/19/2018 03:44:06
45,Activity E,11/19/2018 03:45:06
45,Activity I,11/19/2018 03:46:06
45,Activity J,11/19/2018 03:47:06
45,Activity M,11/19/2018 03:48:06
45,Activity K,11/19/2018 03:49:06
45,Activity G,11/19/2018 03:50:06
45,Activity B,11/19/2018 03:52:06
46,Activity A,11/19/2018 03:39:52
46,Activity H,11/19/2018 03:41:52
46,Activity C,11/19/2018 03:42:52
46,Activity E,11/19/2018 03:43:52
46,Activity I,11/19/2018 03:44:52
46,Activity J,11/19/2018 03:45:52
46,Activity M,11/19/2018 03:46:52
46,Activity K,11/19/2018 03:47:52
46,Activity G,11/19/2018 03:48:52
46,Activity B,11/19/2018 03:50:52
47,Activity A,11/19/2018 03:43:45
47,Activity H,11/19/2018 03:45:45
47,Activity C,11/19/2018 03:46:45
47,Activity E,11/19/2018 03:47:45
47,Activity I,11/19/2018 03:48:45
47,Activity J,11/19/2018 03:49:45
47,Activity L,11/19/2018 03:50:45
47,Activity K,11/19/2018 03:51:45
47,Activity G,11/19/2018 03:52:45
47,Activity B,11/19/2018 03:54:45
48,Activity A,11/19/2018 03:45:52
48,Activity H,11/19/2018 03:47:52
48,Activity C,11/19/2018 03:48:52
48,Activity E,11/19/2018 03:49:52
48,Activity F,11/19/2018 03:50:52
48,Activity E,11/19/2018 03:51:52
48,Activity F,11/19/2018 03:52:52
48,Activity E,11/19/2018 03:53:52
48,Activity I,11/19/2018 03:54:52
48,Activity J,11/19/2018 03:55:52
48,Activity L,11/19/2018 03:56:52
48,Activity K,11/19/2018 03:57:52
48,Activity G,11/19/2018 03:58:52
48,Activity B,11/19/2018 04:00:52
49,Activity A,11/19/2018 04:09:16
49,Activity C,11/19/2018 04:11:16
49,Activity E,11/19/2018 04:12:16
49,Activity I,11/19/2018 04:13:16
49,Activity H,11/19/2018 04:14:16
49,Activity J,11/19/2018 04:15:16
49,Activity M,11/19/2018 04:16:16
49,Activity K,11/19/2018 04:17:16
49,Activity G,11/19/2018 04:18:16
49,Activity B,11/19/2018 04:20:16
50,Activity A,11/19/2018 04:12:12
50,Activity H,11/19/2018 04:14:12
50,Activity C,11/19/2018 04:15:12
50,Activity E,11/19/2018 04:16:12
50,Activity F,11/19/2018 04:17:12
50,Activity E,11/19/2018 04:18:12
50,Activity F,11/19/2018 04:19:12
50,Activity E,11/19/2018 04:20:12
50,Activity F,11/19/2018 04:21:12
50,Activity E,11/19/2018 04:22:12
50,Activity F,11/19/2018 04:23:12
50,Activity E,11/19/2018 04:24:12
50,Activity F,11/19/2018 04:25:12
50,Activity E,11/19/2018 04:26:12
50,Activity F,11/19/2018 04:27:12
50,Activity E,11/19/2018 04:28:12
50,Activity I,11/19/2018 04:29:12
50,Activity J,11/19/2018 04:30:12
50,Activity L,11/19/2018 04:31:12
50,Activity K,11/19/2018 04:32:12
50,Activity G,11/19/2018 04:33:12
50,Activity B,11/19/2018 04:35:12
51,Activity A,11/19/2018 04:12:32
51,Activity H,11/19/2018 04:14:32
51,Activity C,11/19/2018 04:15:32
51,Activity E,11/19/2018 04:16:32
51,Activity I,11/19/2018 04:17:32
51,Activity J,11/19/2018 04:18:32
51,Activity M,11/19/2018 04:19:32
51,Activity K,11/19/2018 04:20:32
51,Activity G,11/19/2018 04:21:32
51,Activity B,11/19/2018 04:23:32
52,Activity A,11/19/2018 04:13:08
52,Activity H,11/19/2018 04:15:08
52,Activity C,11/19/2018 04:16:08
52,Activity E,11/19/2018 04:17:08
52,Activity I,11/19/2018 04:18:08
52,Activity J,11/19/2018 04:19:08
52,Activity M,11/19/2018 04:20:08
52,Activity K,11/19/2018 04:21:08
52,Activity G,11/19/2018 04:22:08
52,Activity B,11/19/2018 04:24:08
53,Activity A,11/19/2018 04:20:09
53,Activity H,11/19/2018 04:22:09
53,Activity C,11/19/2018 04:23:09
53,Activity E,11/19/2018 04:24:09
53,Activity F,11/19/2018 04:25:09
53,Activity E,11/19/2018 04:26:09
53,Activity F,11/19/2018 04:27:09
53,Activity E,11/19/2018 04:28:09
53,Activity F,11/19/2018 04:29:09
53,Activity E,11/19/2018 04:30:09
53,Activity F,11/19/2018 04:31:09
53,Activity E,11/19/2018 04:32:09
53,Activity I,11/19/2018 04:33:09
53,Activity J,11/19/2018 04:34:09
53,Activity M,11/19/2018 04:35:09
53,Activity K,11/19/2018 04:36:09
53,Activity G,11/19/2018 04:37:09
53,Activity B,11/19/2018 04:39:09
54,Activity A,11/19/2018 04:22:40
54,Activity H,11/19/2018 04:24:40
54,Activity C,11/19/2018 04:25:40
54,Activity E,11/19/2018 04:26:40
54,Activity F,11/19/2018 04:27:40
54,Activity E,11/19/2018 04:28:40
54,Activity I,11/19/2018 04:29:40
54,Activity J,11/19/2018 04:30:40
54,Activity L,11/19/2018 04:31:40
54,Activity K,11/19/2018 04:32:40
54,Activity G,11/19/2018 04:33:40
54,Activity B,11/19/2018 04:35:40
55,Activity A,11/19/2018 04:25:13
55,Activity H,11/19/2018 04:27:13
55,Activity C,11/19/2018 04:28:13
55,Activity E,11/19/2018 04:29:13
55,Activity I,11/19/2018 04:30:13
55,Activity J,11/19/2018 04:31:13
55,Activity L,11/19/2018 04:32:13
55,Activity K,11/19/2018 04:33:13
55,Activity G,11/19/2018 04:34:13
55,Activity B,11/19/2018 04:36:13
56,Activity A,11/19/2018 04:33:40
56,Activity H,11/19/2018 04:35:40
56,Activity C,11/19/2018 04:36:40
56,Activity E,11/19/2018 04:37:40
56,Activity I,11/19/2018 04:38:40
56,Activity J,11/19/2018 04:39:40
56,Activity M,11/19/2018 04:40:40
56,Activity K,11/19/2018 04:41:40
56,Activity G,11/19/2018 04:42:40
56,Activity B,11/19/2018 04:44:40
57,Activity A,11/19/2018 04:37:37
57,Activity H,11/19/2018 04:39:37
57,Activity C,11/19/2018 04:40:37
57,Activity E,11/19/2018 04:41:37
57,Activity F,11/19/2018 04:42:37
57,Activity E,11/19/2018 04:43:37
57,Activity F,11/19/2018 04:44:37
57,Activity E,11/19/2018 04:45:37
